	HypoPNAF1CNT1	HypoPNAF1CNT3	HypoPNAF1CNT4	HypoPNAF1DHT2	HypoPNAF1DHT4
Ehmt1	0	0	1	3	4
Arrdc1	1	1	0	0	0
Zmynd19	0	0	1	0	0
Dph7	0	2	0	2	0
Mrpl41	1	5	4	7	4
Pnpla7	3	0	0	1	0
Gm13370	2	0	0	5	2
Gm13369	1	1	0	0	0
Nsmf	4	4	2	0	0
Nrarp	0	0	1	0	0
Nelfb	0	0	0	3	1
Tubb4b	7	5	2	2	13
Rnf208	1	1	2	2	0
Tmem203	0	0	0	0	0
Tprn	1	0	2	0	0
Ss01	2	0	1	3	7
A0pc2	0	1	2	3	0
Grin1	1	1	0	0	0
Man1b1	1	1	2	1	2
Dpp7	1	1	1	0	3
Uap1l1	0	0	1	1	2
Npdc1	4	3	1	2	1
Abca2	2	3	1	5	2
Paxx	0	1	1	1	0
Ptgds	9	5	8	9	9
Fbxw5	6	8	7	6	7
Traf2	0	0	0	0	0
Edf1	12	10	3	15	9
Phpt1	1	1	0	0	0
Gm996	0	0	0	2	0
Rabl6	1	0	2	2	3
Tmem141	1	3	0	0	0
Bmyc	3	6	3	3	4
Kcnt1	1	2	0	2	1
Camsap1	3	0	2	3	3
Ubac1	2	2	0	1	1
0cc2	0	0	1	0	2
Tmem250-ps	1	2	2	1	1
Qsox2	1	2	0	2	0
Ccdc187	1	0	0	0	1
Gpsm1	1	0	1	0	1
Dnlz	2	3	1	3	2
S0pc4	0	1	1	0	1
Sdccag3	0	1	1	0	2
Pmpca	4	0	2	2	7
Sec16a	2	0	0	0	2
Notch1	0	0	1	1	0
Egfl7	0	3	3	4	3
Agpat2	0	3	4	4	0
Fam69b	1	0	0	0	0
Surf6	0	0	0	0	2
Med22	0	0	1	0	0
Rpl7a	9	8	6	22	28
Surf1	3	3	0	6	3
Surf2	0	0	1	2	2
Surf4	0	3	1	5	7
Rexo4	1	0	0	0	0
Cacfd1	0	0	0	2	1
Slc2a6	1	0	0	1	0
Adamtsl2	0	0	0	0	0
Fam163b	0	1	1	0	2
Sardh	0	0	0	1	0
Vav2	0	0	0	0	1
Brd3os	1	2	0	2	2
Brd3	2	2	1	4	3
Wdr5	0	0	1	0	4
Rxra	0	3	2	0	3
Col5a1	1	1	0	2	1
Olfm1	1	0	2	1	3
Ppp1r26	1	1	0	1	0
Mrps2	0	0	1	0	0
Rpsa-ps9	2	1	1	2	2
Ralgds	0	1	0	1	1
Gtf3c5	0	0	1	2	1
Tsc1	0	1	2	2	6
Gtf3c4	0	0	0	1	2
Ddx31	0	0	0	0	0
Gm13394	2	7	3	6	8
Ttf1	0	1	0	0	2
Setx	0	0	0	3	0
Med27	2	2	0	1	1
Rapgef1	1	2	1	2	3
Trub2	2	0	0	0	0
Coq4	0	0	0	4	4
Slc27a4	1	2	2	4	1
Urm1	0	1	0	1	3
Mir219a-2	1	1	3	2	2
Cercam	0	0	0	0	1
Odf2	0	1	2	1	0
Gle1	0	1	1	2	4
Sptan1	2	6	6	5	9
Wdr34	0	0	0	1	1
Set	1	1	4	9	11
Zdhhc12	0	0	1	1	0
Zer1	3	2	0	2	0
Tbc1d13	3	1	2	0	0
Endog	0	0	0	1	0
Spout1	0	0	0	1	2
Kyat1	0	1	0	0	2
Lrrc8a	2	0	0	1	0
Dolk	0	0	1	1	0
Nup188	0	0	0	0	1
Sh3glb2	4	3	1	0	4
Miga2	1	1	0	0	0
Dolpp1	1	0	0	0	0
Crat	1	1	1	1	0
Ptpa	6	4	4	1	9
Ntmt1	0	2	3	1	6
Asb6	0	0	0	1	1
Ptges	0	2	0	1	3
Tor1b	1	1	0	0	1
Tor1a	0	0	1	1	3
BC005624	4	4	0	4	6
Usp20	0	1	2	1	1
Fnbp1	1	1	0	0	1
D330023K18Rik	1	3	0	0	4
Gpr107	2	2	0	3	1
Ncs1	5	5	1	1	1
Ass1	4	0	1	0	2
Fubp3	0	2	0	1	3
Exosc2	2	1	1	2	2
Abl1	1	0	0	0	0
Lamc3	0	0	1	0	0
Aif1l	2	0	1	1	2
Nup214	1	1	0	2	3
Fam78a	0	1	0	2	2
Plpp7	0	0	1	0	0
Prrc2b	2	5	0	4	5
Pomt1	1	0	0	3	4
Uck1	1	2	2	6	3
Gm13611	0	0	0	1	1
Swi5	9	12	8	20	31
Golga2	0	1	1	4	1
Dnm1	2	3	0	0	2
Ciz1	2	1	0	1	1
1110008P14Rik	8	6	0	12	7
Lcn2	0	1	1	2	2
Ptges2	2	2	0	1	0
Slc25a25	1	0	0	3	1
Fam102a	0	1	0	0	1
Dpm2	1	0	0	4	3
St6gal0c4	1	1	1	2	0
St6gal0c6	1	3	1	1	1
Ak1	5	1	4	1	3
Eng	1	1	1	1	0
Fpgs	0	1	0	1	0
Cdk9	1	3	0	2	1
Sh2d3c	0	0	0	0	0
Ttc16	0	0	0	1	0
Tor2a	1	1	0	4	1
Ptrh1	2	2	0	0	3
Stxbp1	5	3	5	5	6
Fam129b	0	0	0	1	2
Lrsam1	0	0	2	0	0
Rpl12	9	8	10	17	44
Slc2a8	0	0	0	0	0
Garnl3	1	1	2	2	1
Ralgps1	1	0	0	0	0
Angptl2	0	1	1	0	1
Zbtb34	0	0	0	0	1
Zbtb43	0	0	0	0	1
Mvb12b	1	1	0	1	1
Pbx3	0	0	1	3	1
Mapkap1	1	0	0	1	1
Gm13408	1	1	0	1	1
Gapvd1	1	0	0	0	2
Hspa5	3	11	9	28	31
Rabepk	0	1	0	2	1
Fbxw2	0	1	3	1	4
Psmd5	3	4	1	3	4
Traf1	0	1	0	0	0
Cntrl	0	0	0	0	0
Rab14	3	2	3	6	8
Gsn	14	16	13	18	14
Stom	0	1	1	1	0
Dab2ip	0	1	0	0	1
Ttll11	1	0	0	1	0
Ndufa8	13	11	5	9	8
Rbm18	0	1	0	1	3
Mrrf	0	0	2	0	0
Ptgs1	1	0	1	0	0
Gm13436	1	0	1	0	2
Pdcl	0	0	0	0	0
Rc3h2	2	1	1	1	0
Zbtb6	1	1	0	1	0
Rabgap1	1	1	2	2	5
Strbp	1	2	2	2	2
Dennd1a	0	0	0	0	1
Lhx2	3	0	0	0	0
Nek6	0	1	1	2	0
Psmb7	4	2	4	2	7
Nr5a1	0	2	3	9	8
Nr6a1	0	0	0	0	0
Wdr38	1	1	0	1	0
Rpl35	61	52	34	115	129
Arpc5l	2	3	6	7	8
Golga1	1	0	1	1	0
Scai	1	0	0	0	3
Ppp6c	0	0	0	2	2
Gm13456	2	0	1	2	3
Lrp1b	0	1	0	0	0
Arhgap15	0	1	0	0	1
Gtdc1	1	0	0	0	1
Zeb2	1	4	0	3	3
Orc4	0	1	0	2	1
Mbd5	1	2	0	1	2
Gm13509	0	1	0	1	1
Epc2	0	2	0	3	4
Kif5c	5	3	3	3	5
Mmadhc	0	1	4	6	5
Gm13498	1	0	2	0	0
Rnd3	0	1	0	0	0
Gm13493	0	0	2	0	2
Rbm43	1	1	1	0	2
Nmi	0	0	0	0	1
Tnfaip6	0	0	0	0	0
Rif1	0	0	0	0	3
Neb	0	0	0	0	1
Arl5a	1	1	0	2	1
A430018G15Rik	0	2	0	0	2
Cacnb4	0	1	0	1	0
Bloc1s2-ps	1	0	0	0	2
Stam2	0	1	0	0	1
Fmnl2	0	0	2	0	1
Prpf40a	1	1	1	2	3
Arl6ip6	0	1	0	1	3
Gm13502	0	1	1	0	0
Rprm	4	3	2	1	1
Kcnj3	1	0	2	0	0
Nr4a2	0	1	0	0	0
Gpd2	1	1	0	1	2
Ermn	2	0	0	1	0
Cytip	0	0	0	1	0
Acvr1c	0	0	1	2	0
Upp2	1	1	0	0	0
Pkp4	4	0	2	3	1
Tanc1	0	0	0	1	2
Wdsub1	0	0	0	0	0
Baz2b	1	1	1	3	4
07-Mar	2	0	2	4	4
Cd302	2	4	0	1	4
Rbms1	2	0	2	3	4
Tank	2	0	0	0	1
Psmd14	3	1	0	4	4
Slc4a10	0	0	1	0	0
Ifih1	0	1	0	0	1
Gca	0	0	0	0	2
Kcnh7	0	0	0	0	0
Grb14	0	2	0	6	12
Cobll1	1	1	0	0	2
Scn3a	0	1	0	0	1
Scn2a	1	1	0	0	0
Csrnp3	3	2	2	2	1
Ttc21b	0	0	1	1	1
Scn1a	0	1	1	0	0
Gm13629	1	0	2	0	0
Scn9a	0	0	0	0	0
Scn7a	1	0	0	0	0
Stk39	0	1	0	4	1
Cers6	0	1	0	1	1
Nostrin	0	1	0	0	1
Spc25	0	0	1	0	0
Bbs5	0	0	0	0	1
Fastkd1	0	0	0	1	1
Ppig	3	3	0	0	6
Gm13623	0	0	2	1	0
Phospho2	0	1	0	1	1
Klhl23	1	0	0	1	4
Ssb	2	1	2	5	3
Mettl5	0	0	0	0	0
Ubr3	1	1	2	1	2
Rpl9-ps7	3	5	3	11	12
Gad1	3	2	3	1	2
Gorasp2	1	2	2	2	2
Tlk1	0	0	0	0	2
Dcaf17	0	2	1	1	2
Dync1i2	2	6	2	17	13
Slc25a12	5	2	0	3	0
Hat1	0	1	0	1	0
Metap1d	0	1	1	4	2
Dlx1	2	0	0	0	0
Itga6	0	1	0	2	2
Pdk1	0	1	2	0	4
Rapgef4	1	0	1	2	2
Sp3	1	0	4	3	0
Sp3os	1	1	0	0	2
Ola1	1	5	3	4	2
Cir1	0	2	0	6	4
Gpr155	0	0	1	1	1
Wipf1	0	0	1	1	0
Chn1	3	1	0	2	3
Atf2	1	0	0	2	3
Atp5g3	17	17	12	25	33
Lnpk	0	0	1	0	1
Mrpl23-ps1	2	0	2	0	0
Hoxd9	0	0	0	0	0
Hoxd8	0	0	0	2	1
Mtx2	0	0	0	0	0
Rps6-ps4	0	3	0	2	3
Hnrnpa3	4	5	6	26	17
Nfe2l2	0	2	2	1	3
Agps	0	0	0	1	2
Ttc30a1	0	0	0	0	1
Pde11a	0	0	0	0	0
Osbpl6	0	0	0	1	1
Prkra	0	0	1	2	1
Fkbp7	0	0	0	2	1
Plekha3	0	0	0	1	2
Ttn	0	0	2	0	1
Sestd1	0	0	0	0	0
Zfp385b	1	0	0	1	2
Cwc22	0	0	1	2	1
Ube2e3	0	1	2	4	3
Ssfa2	1	2	1	0	0
Pde1a	0	0	1	4	0
D0jc10	1	2	0	1	6
Frzb	0	1	0	0	1
Nckap1	2	0	1	3	4
Dusp19	0	1	0	0	1
Nup35	1	1	0	1	2
Gm4735	1	0	1	0	1
Gm13680	0	0	2	5	3
Zc3h15	6	1	3	4	4
Itgav	0	0	0	2	2
Fam171b	2	1	2	1	2
Calcrl	0	0	0	0	0
Tfpi	1	1	3	2	3
Ctnnd1	0	0	0	2	1
Selenoh	1	1	2	6	3
Tmx2	1	4	3	2	1
Med19	1	0	0	2	3
Zdhhc5	0	0	0	2	2
Clp1	1	0	0	2	0
Ypel4	1	2	0	0	1
Gm19426	0	0	0	1	0
Serping1	1	3	3	2	5
Ube2l6	1	0	0	1	0
Timm10	6	1	0	3	3
Slc43a3	0	1	0	0	4
Ssrp1	3	0	1	3	3
Tnks1bp1	0	0	1	1	0
Olfr1033	0	0	1	0	1
Ptprj	0	0	1	0	0
Nup160	0	0	0	1	0
Fnbp4	1	0	1	3	1
Mtch2	2	2	2	8	7
C1qtnf4	1	0	0	0	0
Ndufs3	7	3	4	9	11
Kbtbd4	2	0	1	4	2
Ptpmt1	0	1	1	2	2
Celf1	4	2	1	3	5
Psmc3	6	8	2	12	14
Slc39a13	0	0	0	1	0
Madd	2	7	6	3	4
Nr1h3	0	0	1	1	0
Acp2	1	0	0	1	3
A330069E16Rik	0	2	0	0	1
Pacsin3	0	0	1	1	2
Arfgap2	2	6	2	6	3
1110051M20Rik	4	4	1	6	4
Lrp4	0	0	3	0	0
Ckap5	1	0	1	0	0
Zfp408	0	0	0	2	3
Arhgap1	0	1	4	4	5
Atg13	2	1	2	0	3
Harbi1	0	0	1	0	1
Ambra1	3	1	1	2	1
Mdk	5	2	0	6	4
Dgkz	0	1	1	0	1
Phf21a	2	0	2	2	5
Large2	0	0	0	0	1
Pex16	0	2	0	1	2
Mapk8ip1	13	13	5	15	11
Cry2	2	2	2	1	1
Slc35c1	0	0	1	1	0
Chst1	2	2	1	0	2
Syt13	1	1	0	0	1
Prdm11	0	2	2	2	0
Trp53i11	0	1	0	4	5
Tspan18	1	1	2	0	0
Cd82	1	0	2	3	3
Ext2	0	0	0	1	1
Alkbh3	1	0	0	0	2
Hsd17b12	1	4	2	5	4
Mir670hg	0	0	0	0	0
Ttc17	0	2	2	1	0
2810002D19Rik	0	1	1	1	1
Api5	1	1	0	0	1
Lrrc4c	1	0	0	0	0
Gm10801	0	0	0	0	0
Gm10800	2	0	0	0	0
B230118H07Rik	1	3	0	3	2
Traf6	0	2	0	0	0
Prr5l	0	0	0	0	1
Commd9	3	4	3	2	4
Trim44	0	3	0	1	0
Fjx1	0	0	0	0	1
Slc1a2	4	9	6	3	9
Cd44	0	0	0	1	2
Pdhx	1	3	2	1	0
Apip	2	1	0	0	5
Ehf	0	0	0	0	0
Cat	1	1	0	2	6
Abtb2	1	0	0	0	0
0t10	0	1	1	0	0
Caprin1	3	6	1	8	9
Lmo2	0	0	0	0	0
Fbxo3	0	1	4	2	3
Cd59b	0	0	0	0	0
Cd59a	0	1	0	1	3
D430041D05Rik	0	0	0	1	2
Gm13882	3	1	0	1	2
Hipk3	1	1	1	3	2
Cstf3	3	1	1	2	3
Tcp11l1	1	0	0	0	0
Qser1	0	0	0	1	1
Eif3m	6	1	2	8	10
Wt1	0	0	1	1	5
Rcn1	1	0	0	1	4
Rpl10-ps1	1	0	0	0	2
Elp4	1	0	0	1	0
Immp1l	0	1	1	1	0
D0jc24	0	1	0	2	1
Mpped2	0	1	0	3	1
Arl14ep	1	1	0	0	0
Gm13910	0	0	0	0	0
Mettl15	0	0	0	0	1
Bdnf	1	2	0	1	0
Lin7c	0	0	1	1	5
Lgr4	0	0	0	0	0
Ccdc34	2	3	0	1	3
Muc15	1	0	0	0	0
Lpcat4	0	0	1	1	0
Nop10	7	12	7	14	23
Slc12a6	2	0	0	2	2
Emc4	12	6	4	7	13
Katnbl1	0	0	1	1	0
Emc7	7	6	4	8	10
Aven	0	0	1	1	0
Scg5	7	7	7	5	7
Arhgap11a	0	0	0	1	2
Gm21596	0	1	0	4	1
Aqr	0	2	1	1	3
Zfp770	0	0	1	0	2
Dph6	1	1	0	0	1
Meis2	0	0	0	0	0
Spred1	1	0	1	1	2
Fam98b	1	2	1	4	4
Rasgrp1	1	0	0	1	0
Thbs1	0	1	2	2	3
Eif2ak4	0	0	0	3	2
Srp14	11	4	2	15	14
Bmf	0	0	0	2	2
Pak6	0	1	0	1	1
I0fm2	1	0	0	0	2
A430105I19Rik	0	0	0	0	1
Disp2	4	1	4	0	2
Ivd	1	2	3	3	5
Bahd1	1	0	0	1	2
Ccdc32	0	1	0	2	1
Rmdn3	2	1	2	1	0
Gchfr	0	0	0	0	1
D0jc17	1	0	0	0	0
Gm14138	1	1	0	0	1
Zfyve19	0	0	1	0	1
Rhov	0	0	0	0	1
Vps18	1	0	1	1	2
Chac1	0	0	1	0	1
Chp1	0	1	0	1	6
1700020I14Rik	2	3	4	3	4
Nusap1	0	0	1	0	0
Ndufaf1	0	0	1	3	1
Rtf1	5	2	6	4	9
Rpap1	0	0	0	0	1
Tyro3	0	0	0	0	1
Mga	0	4	1	1	3
Mapkbp1	0	0	0	3	1
Ehd4	0	2	0	1	3
Vps39	0	1	0	4	2
Tmem87a	1	0	0	0	1
Ganc	0	1	1	1	1
Zfp106	3	1	3	1	6
Gm26899	0	0	0	0	0
S0p23	2	0	1	1	1
Lrrc57	0	0	0	1	1
Haus2	0	0	0	0	1
Stard9	0	0	1	1	0
Cdan1	0	1	1	0	0
Ttbk2	1	1	0	1	1
Ubr1	2	2	1	0	1
Ccndbp1	0	0	0	3	4
Adal	0	0	0	1	0
Tubgcp4	2	0	0	1	1
Trp53bp1	3	2	2	4	3
Map1a	4	3	0	6	9
Ppip5k1	0	2	0	0	2
Ckmt1	3	3	1	3	1
Pdia3	3	6	5	13	23
Serf2	9	7	2	5	8
Hypk	0	0	1	0	0
Mfap1b	2	0	0	0	2
Gm14017	0	0	0	0	1
Mfap1a	2	4	0	3	1
Frmd5	1	2	1	1	4
Casc4	1	1	1	0	3
Ctdspl2	0	0	1	2	0
Eif3j1	0	1	1	5	3
Spg11	0	0	1	0	0
B2m	8	27	14	27	54
Sord	0	1	0	1	2
Gatm	1	0	0	2	2
Slc30a4	0	0	0	1	1
Bloc1s6	2	0	0	0	0
Sqor	1	1	0	2	1
Sema6d	1	1	1	0	2
Slc24a5	0	1	1	1	3
Myef2	0	0	0	1	2
Gm14004	0	0	0	0	0
Ctxn2	2	1	0	1	2
Dut	1	1	1	3	4
Fbn1	0	2	2	1	2
Eid1	0	1	0	2	4
Secisbp2l	0	0	1	1	3
Cops2	1	4	1	3	5
Galk2	0	1	1	3	3
Dtwd1	2	0	0	1	0
Hdc	1	0	1	2	1
Usp8	0	2	0	2	2
Usp50	0	2	0	0	1
Trpm7	0	0	0	2	2
Sppl2a	2	1	1	3	5
Ap4e1	0	1	1	0	0
Blvra	1	3	0	0	1
Itpripl1	0	0	0	0	0
Snrnp200	0	0	2	2	2
Ciao1	0	0	1	1	6
Tmem127	3	1	0	3	6
Stard7	1	2	0	1	2
Dusp2	0	0	0	0	1
Fahd2a	0	1	0	1	1
Kcnip3	3	1	0	0	0
Mrps5	1	0	2	2	5
Mal	1	0	0	1	1
Nphp1	1	1	0	0	0
1500011K16Rik	4	4	1	3	4
Bcl2l11	0	0	0	1	1
A0pc1	2	0	0	2	2
Mertk	0	0	0	1	2
Tmem87b	2	1	1	1	1
Zc3h6	0	0	0	0	0
Ttl	1	1	2	0	0
Polr1b	0	0	0	0	1
Chchd5	1	0	1	2	5
Slc20a1	3	1	1	0	0
Sirpa	3	1	0	1	3
Pdyn	0	3	0	1	0
Stk35	0	0	0	1	0
Snrpb	1	3	4	7	7
Nop56	2	1	2	1	3
Idh3b	1	8	5	8	11
Gm14044	1	0	0	0	0
Cpxm1	1	1	0	3	0
Pced1a	0	0	0	0	0
Vps16	0	0	0	3	4
Ptpra	6	2	2	0	2
Mrps26	2	2	2	2	2
Oxt	33	28	13	22	25
Avp	6	5	0	12	6
Ubox5	0	0	0	0	0
Lzts3	0	1	0	0	0
Ddrgk1	5	6	5	6	10
Itpa	0	3	1	3	5
4930402H24Rik	2	2	0	2	0
Atrn	0	0	2	2	0
Gfra4	1	1	1	0	0
Adam33	0	0	0	1	0
Hspa12b	0	1	0	0	0
1700037H04Rik	2	0	0	0	1
Spef1	0	1	0	1	0
Cenpb	3	1	2	3	1
Cdc25b	0	0	0	1	0
Ap5s1	2	0	0	0	0
Mavs	1	0	0	1	2
Pank2	2	1	0	2	1
Smox	0	0	0	0	0
Erv3	0	0	0	0	0
Prnp	8	5	0	3	8
Rassf2	0	0	1	1	1
Slc23a2	0	2	0	2	4
Tmem230	0	1	1	0	2
Pc0	0	1	0	4	1
Cds2	6	6	6	4	6
Gpcpd1	0	1	0	1	2
1110034G24Rik	0	1	0	0	0
Chgb	3	3	3	4	7
Trmt6	1	1	0	3	1
Crls1	0	0	0	1	0
Tmx4	1	0	1	1	3
Plcb1	0	0	0	0	3
Plcb4	2	1	2	3	0
Lamp5	1	1	0	0	1
Pak7	0	0	0	0	0
S0p25	22	4	7	6	12
Btbd3	0	0	0	0	2
Ism1	0	1	0	0	0
Esf1	1	1	0	1	2
Ndufaf5	1	0	0	1	0
Macrod2	1	0	0	0	0
Flrt3	0	0	0	0	0
Snrpb2	0	1	1	2	2
Pcsk2	2	1	3	0	2
Gm11686	0	0	0	0	0
Dstn	3	5	4	6	14
Rrbp1	2	1	0	4	7
Gm11687	1	0	1	0	2
Snx5	0	4	1	4	7
Mgme1	0	0	0	1	0
Kat14	1	0	1	0	0
Zfp133-ps	1	0	0	0	0
Dzank1	4	0	2	1	5
Polr3f	0	0	0	0	1
Rbbp9	0	1	1	2	0
Sec23b	1	1	1	2	2
Smim26	3	4	2	1	3
Dtd1	3	1	2	1	3
Slc24a3	5	2	1	2	3
Rin2	0	3	1	0	0
0a20	2	5	0	6	5
Crnkl1	0	0	0	0	0
Ralgapa2	1	0	0	0	1
Kiz	1	2	0	0	3
Xrn2	1	1	2	2	4
Nkx2-2	0	0	0	0	0
Thbd	0	0	0	0	2
Nxt1	1	0	0	3	1
Gzf1	0	0	0	1	1
0pb	2	3	0	0	1
Cst12	0	0	0	1	5
Cst8	0	0	0	3	1
Cst3	103	85	37	97	112
Syndig1	0	0	0	0	1
Zfp937	0	0	0	0	0
Zfp442	0	0	0	0	1
Apmap	1	1	1	2	0
Acss1	0	2	0	3	3
Entpd6	2	1	1	2	2
Pygb	4	2	0	2	3
Abhd12	5	3	2	0	2
Gins1	0	0	1	0	1
Ninl	0	0	0	0	1
0np	0	0	0	0	1
Gm14150	1	1	3	1	1
Nsfl1c	3	3	3	5	9
Fkbp1a	7	6	10	9	14
Snph	1	1	1	1	2
Psmf1	2	1	0	2	1
Srxn1	1	1	0	0	2
Csnk2a1	3	0	0	3	7
Tbc1d20	0	1	1	0	0
Rbck1	2	0	0	6	3
Gm14165	0	0	0	0	2
Nrsn2	8	3	5	4	6
Sox12	1	1	0	0	1
Zcchc3	0	0	0	0	1
Defb19	0	0	1	6	7
H13	6	3	4	9	2
Mcts2	2	0	2	0	0
Id1	0	0	0	1	3
Cox4i2	0	1	0	1	0
Bcl2l1	1	0	1	1	3
Tpx2	0	0	1	0	2
Foxs1	0	1	0	0	0
Pdrg1	2	5	2	3	9
Hck	0	0	0	1	1
Tm9sf4	3	0	2	3	0
Tspyl3	1	1	0	1	0
Pofut1	0	1	0	2	1
Kif3b	0	0	0	1	1
Asxl1	0	0	1	1	1
Nol4l	1	1	0	0	3
Commd7	0	0	1	4	4
Mapre1	2	1	1	6	9
Gm14494	0	1	1	0	1
Bpifb6	0	0	0	1	1
Bpifb4	0	0	0	3	6
Bpifb5	0	0	0	4	4
Snta1	4	0	1	2	2
Cbfa2t2	0	0	0	1	1
Necab3	0	0	0	0	1
Pxmp4	2	0	0	0	2
Zfp341	0	1	0	0	0
Chmp4b	9	7	7	13	14
Rpl5-ps2	1	0	1	2	6
Raly	2	0	0	7	3
Eif2s2	3	11	8	14	10
Ahcy	0	0	1	3	2
Itch	0	1	1	2	1
Dynlrb1	20	16	14	15	30
Map1lc3a	12	13	4	12	16
Pigu	2	0	0	1	1
Trp53inp2	0	0	1	5	2
Ncoa6	1	0	0	2	0
Ggt7	3	0	1	0	0
Acss2	1	3	0	2	4
Gss	1	0	0	1	1
Trpc4ap	2	2	1	1	2
Edem2	1	2	0	2	4
Procr	0	3	0	1	0
Mmp24	0	0	0	1	0
BC029722	1	3	3	5	3
Eif6	2	2	3	11	9
Uqcc1	2	0	1	3	4
Cep250	0	1	0	1	1
Ergic3	8	11	6	12	16
Rbm12	0	1	0	0	1
Nfs1	1	2	0	1	2
Romo1	10	31	13	16	33
Rbm39	9	1	3	7	8
Phf20	1	1	1	1	5
Cnbd2	1	0	0	1	1
2900097C17Rik	12	5	4	5	9
Epb41l1	2	3	1	1	0
Aar2	0	0	0	0	3
Dlgap4	3	2	1	3	3
Gm14172	0	1	1	0	0
Myl9	1	1	5	8	5
5430405H02Rik	2	1	0	0	2
1110008F13Rik	2	1	1	5	8
Ndrg3	1	3	0	2	2
Samhd1	0	4	1	2	5
Rbl1	0	0	0	1	1
Gm14277	0	1	0	0	1
Rpn2	4	6	3	8	13
Ghrh	3	2	0	2	1
Manbal	4	2	5	5	7
Src	2	0	0	0	2
Blcap	7	3	0	0	3
N0t	33	21	17	20	25
Ctnnbl1	2	1	2	2	3
Gm14176	1	1	0	0	1
Tti1	0	0	0	1	0
Rprd1b	0	1	1	2	4
Tgm2	1	3	1	3	1
Lbp	0	0	0	0	1
Snhg17	0	1	0	2	2
Snhg11	35	25	14	19	21
Ralgapb	0	1	0	0	0
Gm14200	0	1	0	0	0
Adig	3	1	3	0	0
Gm14204	1	1	0	0	0
Slc32a1	7	3	5	2	5
Actr5	0	0	0	0	1
Ppp1r16b	0	0	0	0	0
Dhx35	0	0	0	0	0
Mafb	0	1	0	1	3
Top1	0	1	0	7	6
Plcg1	0	2	0	1	3
Zhx3	1	4	0	1	2
Chd6	1	1	2	3	2
Ptprt	0	0	1	0	0
Srsf6	3	1	0	3	3
Ift52	0	1	0	1	1
Tox2	0	0	0	0	3
Jph2	1	0	0	0	1
Oser1	3	1	0	0	2
2900093K20Rik	0	1	0	0	0
Gdap1l1	1	0	1	0	0
Fitm2	1	1	0	0	2
Ttpal	0	0	0	0	1
Serinc3	8	16	8	25	33
Pkig	2	1	2	2	6
Ada	0	0	0	0	0
Wisp2	1	3	0	1	2
Rims4	3	0	1	1	3
Ywhab	3	4	5	5	15
Tomm34	1	1	0	0	2
Stk4	3	0	0	0	1
Svs5	0	0	0	0	1
Slpi	0	0	0	0	1
Sdc4	4	0	1	3	2
Sys1	1	1	1	1	0
Dbndd2	3	2	1	0	1
Pigt	2	1	0	2	0
Wfdc2	0	1	0	2	2
Wfdc3	0	0	1	0	0
Dnttip1	1	1	1	1	3
Ube2c	0	0	0	2	3
Tnnc2	0	0	9	0	0
Snx21	0	1	0	0	1
Acot8	0	0	2	1	0
Zswim3	1	0	0	1	0
Zswim1	1	1	0	0	2
Neurl2	0	0	0	0	1
Ctsa	2	0	1	2	10
Pltp	1	0	1	5	1
Pcif1	2	2	0	1	3
Zfp335	0	0	1	0	0
Slc12a5	4	3	2	1	0
Ncoa5	1	0	0	2	4
Cdh22	1	1	0	1	0
Slc35c2	0	1	0	2	0
Elmo2	3	0	0	0	2
Zfp334	0	0	1	0	1
Slc13a3	0	0	0	1	0
Trp53rka	0	1	0	0	0
Eya2	0	0	0	1	1
Zmynd8	0	0	1	1	2
Ncoa3	0	1	0	1	1
Sulf2	1	4	1	5	6
Prex1	0	0	0	1	1
Arfgef2	2	0	0	1	4
Cse1l	1	0	0	1	4
Stau1	0	0	0	1	1
Ddx27	0	0	0	0	1
Znfx1	0	0	1	2	1
Zfas1	3	6	1	7	8
Kcnb1	0	1	0	1	1
Ptgis	0	1	0	1	1
B4galt5	0	0	1	0	1
Slc9a8	0	1	1	0	0
Spata2	0	0	0	0	3
Rnf114	1	0	2	0	5
Tmem189	2	1	0	1	0
Cebpb	0	2	0	0	0
Ptpn1	1	0	1	1	4
Dpm1	1	0	0	1	1
Nfatc2	0	0	0	1	1
Atp9a	5	3	2	5	5
Zfp64	0	1	1	2	0
Tshz2	0	1	1	4	1
Zfp217	0	0	0	0	1
Gm14270	1	0	0	0	0
Bcas1	3	1	2	3	1
Pfdn4	1	2	1	0	4
Cbln4	0	0	0	1	0
Fam210b	0	0	0	0	3
Aurka	0	1	0	1	0
Cstf1	2	1	1	2	3
Rtf2	0	1	1	3	3
Gm14303	4	2	1	7	10
Rae1	0	1	1	2	2
Rbm38	1	1	0	1	1
Pck1	3	3	3	2	2
Pmepa1	1	2	1	4	0
Ppp4r1l-ps	1	0	0	1	1
Rab22a	0	1	0	2	1
Vapb	3	5	0	3	7
Stx16	4	2	2	4	4
Npepl1	0	1	0	1	1
Gm10714	0	1	0	0	0
G0s	43	30	17	43	34
Gm20721	1	1	1	0	1
Nelfcd	0	6	3	1	5
Ctsz	2	10	2	9	11
Atp5e	9	14	7	14	16
Prelid3b	1	0	3	2	4
Gm14438	0	2	2	2	1
Gm4631	0	0	0	1	1
Gm6710	0	0	1	0	1
Zfp973	0	0	0	0	1
Gm14295	0	0	0	1	0
Gm14296	0	0	0	1	0
Gm14419	0	1	0	0	0
Gm14410	0	0	1	0	0
Gm14414	0	0	0	0	0
Gm14403	0	0	0	1	1
