	OvaryNF1	OvaryNF2	OvaryNF3	OvaryNF4	OvaryB1	OvaryB3	OvaryB4
Epha4	5	17	9	16	17	10	12
Gm28387	0	2	1	1	0	0	0
Sgpp2	14	21	15	12	15	14	15
Gm28410	3	5	15	12	4	8	5
Gm37884	0	0	0	1	0	0	2
Farsb	73	132	128	99	140	116	108
4833412K13Rik	4	9	5	6	7	8	5
Mogat1	0	1	0	0	1	0	2
Acsl3	21	45	36	35	79	66	60
Utp14b	4	5	5	7	12	8	7
Gm6159	0	2	2	0	2	1	3
Kcne4	1	5	2	4	9	7	8
Gm5830	1	1	0	2	2	1	0
Scg2	0	0	0	0	1	0	0
Ap1s3	0	1	3	1	0	0	0
Wdfy1	45	81	82	44	76	78	111
Mrpl44	50	116	131	103	155	109	104
Serpine2	547	1014	968	935	1189	1063	794
Gm5529	3	5	8	6	6	7	4
Gm28071	0	0	0	1	1	1	0
Gm23934	1	0	0	0	0	0	0
9830004L10Rik	0	1	1	2	2	1	1
Fam124b	1	0	2	0	3	0	2
Cul3	83	166	154	135	191	152	128
Gm37902	1	1	1	2	2	1	4
Gm37262	0	1	0	2	0	0	0
Gm6189	0	0	1	0	0	0	0
Dock10	8	15	13	10	9	12	6
Gm37645	0	1	0	0	0	1	0
Gm38062	0	2	0	2	0	0	0
A630081D01Rik	0	2	2	0	0	0	1
Gm29124	0	0	0	2	0	2	1
Nyap2	0	1	0	0	2	1	0
Gm5530	2	0	1	0	0	0	0
Gm7516	3	4	1	3	4	5	4
Irs1	76	146	117	78	123	111	101
Gm9747	2	8	7	3	5	4	2
Rhbdd1	14	46	35	30	57	49	32
Gm19552	0	0	0	0	1	0	0
Gm28940	2	2	3	0	1	0	0
Col4a4	45	48	57	54	94	111	63
Col4a3	4	6	11	3	12	14	17
C430014B12Rik	3	2	3	2	4	4	1
Mff	135	262	259	192	268	246	176
Gm28941	1	0	0	1	0	1	0
Gm17764	0	0	0	0	0	0	0
Agfg1	51	85	88	68	104	93	75
A030005L19Rik	0	0	0	0	2	0	0
Gm7553	0	0	1	0	0	1	0
Slc19a3	1	3	5	0	3	3	1
Gm7539	1	2	6	3	2	4	1
Daw1	1	2	1	2	0	1	2
Gm6244	1	0	0	0	1	0	1
Sphkap	2	0	0	0	1	0	0
Gm6374	0	2	1	0	0	0	0
Pid1	64	111	122	85	93	88	90
Gm37058	0	1	1	0	1	0	2
Gm18304	0	0	0	0	0	0	0
Dner	0	0	2	2	2	1	1
Trip12	107	205	212	186	240	217	190
Gm38374	1	4	5	5	1	6	1
Gm37738	0	3	4	3	3	0	2
Fbxo36	10	29	38	25	43	34	26
Gm15433	1	0	0	0	2	1	0
Gm29284	0	0	1	0	0	0	1
C130026I21Rik	5	3	6	3	9	4	7
Rpl19-ps1	75	95	70	84	129	105	134
Gm7582	0	1	0	0	0	2	0
A530032D15Rik	0	1	0	0	3	1	1
Gm10553	0	3	1	1	2	3	0
A530040E14Rik	23	41	41	36	45	50	18
Gm2619	1	1	1	2	4	3	3
Gm6264	0	0	0	1	1	2	0
Gm7609	5	8	6	6	8	4	2
Gm16026	2	2	1	0	3	2	2
Gm16025	0	0	0	1	2	0	0
Gm2666	0	0	0	0	0	0	0
Gm2427	0	0	0	0	0	1	0
Gm16092	2	3	3	2	1	2	2
Gm7592	0	2	5	1	2	4	3
Sp110	27	33	24	21	39	38	18
Sp140	5	8	13	8	12	17	10
Gm10552	1	4	0	0	1	2	0
Gm17017	0	2	1	0	0	1	0
Sp100	26	45	31	27	30	39	23
A630001G21Rik	3	1	2	1	5	2	1
Gm22906	1	2	0	2	0	1	1
Cab39	63	117	105	100	145	132	107
Itm2c	382	603	621	432	733	627	517
4933407L21Rik	0	1	0	1	1	0	1
Gm28884	0	0	0	0	0	1	0
Gpr55	1	2	0	3	2	0	4
Gm18180	3	8	9	10	9	12	8
2810459M11Rik	0	0	1	2	3	1	0
Psmd1	183	304	358	280	385	367	297
Gm22786	0	0	0	0	1	1	0
Htr2b	3	1	1	2	2	1	1
Gm37914	0	0	1	1	2	0	1
Armc9	13	29	26	20	25	19	22
B3gnt7	6	11	5	3	10	11	8
Gm28626	1	1	0	0	0	0	0
Ncl	469	855	789	766	1068	988	791
Snord82	8	17	8	7	16	11	11
C130036L24Rik	11	9	8	5	16	12	9
Nmur1	0	2	0	0	1	0	0
Rpl30-ps6	0	0	0	0	0	1	0
Ptma	1066	1713	1813	1529	2220	1912	1498
Pde6d	64	105	99	57	104	87	83
Cops7b	38	63	65	49	55	49	41
Nppc	24	78	55	30	52	44	40
Dis3l2	20	47	31	31	53	50	39
Gm29055	1	3	1	0	3	0	4
Gm37485	0	0	0	1	1	1	0
Gm38142	0	2	2	2	2	1	3
Gm38010	1	0	0	0	0	2	0
Gm37541	0	0	0	0	0	0	1
Gm38021	3	10	9	12	15	12	5
Gm6136	582	1140	1176	1029	1530	1194	898
Gm37967	4	8	4	4	4	11	9
Gm28375	0	0	0	0	0	2	0
Gm37017	1	2	3	2	1	6	2
Gm37447	10	10	11	8	14	14	9
Gm29371	0	0	0	0	0	0	0
Alppl2	0	1	0	0	0	0	0
Ecel1	1	1	3	2	1	0	0
Prss56	1	0	0	0	0	2	1
Chrnd	1	1	0	0	1	0	0
Chrng	2	0	0	2	1	2	2
Eif4e2	101	176	184	152	251	191	165
Efhd1	257	338	371	270	474	429	354
Efhd1os	0	0	1	1	2	2	1
Gigyf2	118	216	196	146	226	165	163
Kcnj13	0	0	0	0	1	2	1
Ngef	5	21	29	13	5	7	12
Neu2	1	1	0	0	0	0	1
Gm6153	1	0	0	0	1	1	0
Inpp5d	5	11	11	14	7	10	14
Atg16l1	39	45	59	55	68	53	52
Gm25395	0	2	2	3	4	6	0
Scar06	0	0	0	0	0	0	0
Sag	6	4	8	8	21	11	4
Dgkd	54	92	106	64	87	76	79
Gm19582	0	0	0	0	0	0	0
4833421G17Rik	0	0	1	0	0	0	1
Gm38365	2	2	3	2	2	3	5
Usp40	66	112	84	88	117	96	75
Gm5832	3	0	6	3	5	9	10
Gm20528	0	0	2	1	2	0	0
Ugt1a7c	5	2	6	3	8	4	2
Ugt1a6b	2	1	2	1	7	1	4
Gm15370	0	0	1	0	1	0	0
Ugt1a6a	10	10	18	18	29	17	20
Gm15369	0	0	0	0	0	0	0
Gm15374	0	0	1	0	0	0	0
Gm15371	0	0	0	0	0	0	0
Ugt1a5	0	0	0	0	0	0	0
Gm15368	0	0	0	1	0	0	0
Ugt1a2	1	0	0	0	0	0	0
D0jb3	9	9	11	3	13	5	6
Ugt1a1	0	0	0	0	1	0	0
Mroh2a	1	2	1	0	4	3	2
Hjurp	260	356	358	301	336	292	218
Trpm8	0	0	2	0	0	1	2
Gm29538	0	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0	0
Glrp1	0	0	0	0	0	0	1
Gm29336	0	0	1	0	0	0	0
Arl4c	7	27	51	23	29	30	29
Platr5	0	0	0	0	0	0	0
Sh3bp4	14	38	29	31	46	50	34
Gm38312	2	1	2	1	2	3	1
Gm5259	1	0	0	1	1	2	1
Gm28342	0	0	0	2	2	0	0
Agap1	65	113	94	110	165	131	111
Gm37297	8	9	5	8	14	8	9
Gm25180	1	1	1	2	2	1	2
Gm28499	0	1	0	0	2	0	0
4933400F21Rik	0	1	0	0	0	0	0
Gm37521	0	1	1	1	1	3	2
Gbx2	2	4	1	2	6	3	4
D130058E05Rik	0	0	1	0	0	0	0
Iqca	3	4	1	1	10	2	2
Ackr3	12	39	45	31	86	58	28
Gm28723	1	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0	0
Gm35048	0	0	0	0	1	1	0
Cops8	130	193	207	157	254	193	168
Gm9991	0	0	0	0	0	0	0
Col6a3	76	147	182	139	139	128	141
Gm36970	0	0	0	0	1	0	1
Mlph	0	2	2	1	1	4	0
Rab17	1	2	3	2	6	0	2
Lrrfip1	80	153	144	97	97	119	109
Rbm44	0	0	0	1	0	2	0
Gm7776	1	0	2	0	4	0	0
Ramp1	145	338	374	227	94	87	285
Ube2f	70	101	136	103	168	114	101
Gm7785	3	3	10	2	6	3	3
Scly	11	14	27	15	41	17	18
Klhl30	6	5	4	5	8	30	16
Erfe	0	3	0	1	0	1	3
Ilkap	76	114	135	88	139	119	103
Hes6	29	52	64	37	70	51	48
Per2	7	19	26	31	39	27	19
Gm28382	0	0	0	0	0	0	0
Gm19085	0	0	0	1	0	0	0
Traf3ip1	19	24	28	25	26	27	26
Asb1	14	14	22	19	16	19	15
Gm29100	0	0	1	1	0	0	1
Twist2	1	2	3	2	1	6	2
Gm29101	0	2	2	1	0	2	0
Hdac4	62	126	89	85	155	98	92
Gm37048	0	3	2	1	0	1	0
Gm26720	9	4	7	7	6	4	8
Gm37036	0	3	1	0	1	0	0
Ndufa10	246	420	443	338	567	413	352
Olfr1416	0	0	0	1	0	0	0
Cops9	361	544	660	482	744	635	662
Otos	0	0	0	0	0	0	0
Gm29483	3	1	0	0	3	3	1
Gpc1	34	70	64	68	49	98	65
Gm29480	0	0	0	0	0	0	0
Ankmy1	2	2	0	0	1	1	3
Dusp28	10	27	11	21	32	35	21
5033417F24Rik	3	1	1	2	3	3	3
Rnpepl1	68	77	84	58	90	77	87
9430060I03Rik	2	4	7	1	4	7	2
Capn10	21	33	18	14	31	19	22
Gpr35	0	1	1	1	1	2	2
Aqp12	2	1	0	1	3	3	1
Kif1a	12	20	13	11	9	14	13
Gm28086	0	0	0	0	0	1	0
2310007B03Rik	0	1	0	0	0	0	0
Crocc2	2	0	0	1	0	0	0
Sned1	96	117	146	115	179	142	135
Mterf4	49	51	61	51	97	58	69
Gm28535	0	0	0	0	2	1	0
Gm7867	0	0	0	1	0	0	0
Pask	1	9	8	5	13	7	5
Ppp1r7	57	105	128	79	146	109	91
Hdlbp	240	440	428	356	482	411	435
Gm17415	20	21	30	20	30	27	34
02-Sep	5	7	9	6	6	8	9
Farp2	9	15	18	10	20	18	23
Gm37250	2	0	2	2	2	0	1
Stk25	82	187	179	135	198	120	106
Gm28536	0	0	0	0	0	0	1
Bok	111	158	171	94	152	137	122
Thap4	36	57	48	41	81	54	53
Gm10550	2	1	2	0	2	0	1
Atg4b	84	117	171	113	179	141	119
Dtymk	193	291	343	267	432	391	323
Ing5	38	63	52	52	91	77	86
Gm22089	0	0	1	0	0	2	0
D2hgdh	32	64	64	37	102	72	66
Gal3st2	0	1	0	0	1	1	0
Gm18666	5	5	4	4	12	5	6
Gal3st2b	0	0	1	0	0	0	1
Gm7889	0	5	4	0	5	3	4
Gal3st2c	29	10	13	12	33	25	14
Neu4	0	0	0	0	1	0	0
Pdcd1	63	62	74	69	60	56	73
Gm7895	2	2	2	2	6	0	3
Gm5264	1	0	0	0	0	2	0
Fam174a	47	72	45	55	84	76	38
BC055308	3	6	4	6	5	3	6
Gm15427	543	744	796	658	953	944	964
St8sia4	3	8	18	14	14	22	7
Gm37642	3	1	0	1	2	2	1
Gm22360	0	0	0	1	1	0	0
Gm1833	0	4	1	2	7	2	6
Panct2	0	0	0	0	2	0	0
Gm6430	54	96	93	80	131	83	107
D1Ertd622e	21	35	41	30	52	51	36
Ppip5k2	25	33	42	45	49	49	38
Gin1	30	44	55	46	49	37	31
Pam	52	91	67	68	243	254	79
Gm37140	2	4	5	2	5	3	5
Gm3531	5	24	34	21	38	41	13
B230216N24Rik	9	8	12	6	14	10	10
1810006J02Rik	2	2	2	3	2	1	3
Gm29462	4	3	3	1	4	0	2
Gm3555	0	1	0	0	0	1	0
Cnt0p5b	0	0	0	0	0	0	0
Tdpx-ps1	6	11	15	9	11	10	7
Gm19029	0	0	0	0	0	1	1
Gm29668	0	0	2	0	0	0	0
Gm29667	0	0	0	2	3	1	4
Psmb6-ps2	3	7	6	6	5	7	3
Gm28188	1	6	11	3	4	6	3
Gm28187	11	18	14	16	18	18	19
Gm37789	1	0	2	4	0	0	3
Cdh20	0	1	2	4	0	1	0
Rnf152	11	31	20	24	9	10	39
Gm17634	1	3	6	1	0	0	8
Gm3608	9	21	23	14	28	17	16
Pign	38	62	71	41	70	44	43
Gm28404	1	1	0	0	0	0	0
Gm20302	10	9	11	13	11	21	19
Gm8004	0	1	0	0	1	2	1
2310035C23Rik	23	48	57	39	68	62	41
Gm37566	0	4	3	8	7	8	8
Gm10193	0	2	2	2	3	1	4
Tnfrsf11a	5	2	4	3	1	2	2
Gm7160	4	5	6	3	8	4	2
Zcchc2	27	51	36	39	61	42	45
Gm37372	1	1	0	0	3	1	1
Gm20753	0	1	1	0	0	0	0
Phlpp1	14	22	15	22	16	18	15
Gm38235	2	2	3	0	6	3	1
Gm6651	1	0	3	1	3	7	1
Bcl2	36	39	47	31	50	47	32
D630008O14Rik	0	0	1	0	1	1	0
Gm37053	0	0	1	0	0	0	0
Kdsr	43	102	68	66	85	89	78
Vps4b	82	165	161	146	212	192	115
Serpinb5	0	0	0	0	0	0	0
Serpinb12	0	0	0	0	1	1	1
Gm15388	0	0	0	0	1	0	0
Serpinb11	0	1	0	0	0	1	0
Serpinb2	0	0	0	0	0	0	0
Serpinb8	5	3	5	6	8	17	3
Gm15389	2	1	0	1	2	1	0
Gm5702	0	0	0	0	0	1	0
Gm6679	0	0	0	0	0	0	1
Gm8141	15	15	24	20	24	22	31
Cdh19	0	4	1	3	0	0	1
Gm8173	1	1	2	2	3	2	1
Dsel	20	60	35	35	60	62	44
Gm6028	17	23	45	18	46	28	39
Gm6717	1	2	3	0	1	0	2
Cnt0p5a	4	22	14	18	2	2	16
Zfp813-ps	0	1	0	0	0	1	1
Gm28362	0	2	2	1	0	1	0
B020011L13Rik	2	1	0	0	4	0	0
Gm29106	0	2	0	1	1	0	0
Gm7200	1	0	0	1	0	0	1
Tsn	225	369	364	317	498	405	309
Nifk	41	88	112	88	136	82	67
Clasp1	59	81	71	51	94	53	70
2900060B14Rik	1	0	0	0	0	0	0
Tfcp2l1	5	8	9	5	3	5	5
Gli2	8	13	20	20	20	29	17
Gm26831	0	0	0	0	0	0	0
Gm3508	1	1	1	1	1	2	1
Inhbb	122	296	251	308	372	484	277
Ralb	36	45	48	64	91	78	69
Gm27184	2	1	1	0	3	4	3
Tmem185b	30	52	49	48	66	52	47
Epb41l5	37	56	61	67	172	155	60
Gm37219	0	1	0	1	7	3	2
Ptpn4	26	45	55	34	52	50	29
Gm3851	0	2	0	0	0	1	2
Gm37745	2	1	0	0	3	2	0
Gm29658	0	1	0	0	1	0	0
Tmem177	17	20	35	15	43	36	22
Cfap221	0	0	1	1	2	1	0
Sctr	0	0	1	0	0	0	0
Tmem37	28	45	54	36	96	79	64
Dbi	812	1157	1472	977	1566	1323	1378
3110009E18Rik	8	35	27	15	45	43	36
Steap3	56	75	72	40	105	116	63
Marco	1	0	0	1	2	2	1
Insig2	49	74	79	50	102	81	86
Gm37174	2	2	2	6	5	1	1
Ccdc93	40	55	43	44	63	41	45
Gm8217	0	2	3	3	4	3	2
Ddx18	85	139	139	125	133	135	134
Gm8392	1	0	0	0	0	0	1
Gm28911	4	5	5	1	4	5	7
Dpp10	0	1	2	1	2	0	1
Gm37478	0	0	1	0	0	1	0
Gm28929	0	0	0	0	1	0	2
Actr3	114	209	250	189	258	214	178
Slc35f5	29	67	56	59	66	72	56
Gpr39	1	11	19	3	6	4	6
Lypd1	0	2	2	0	1	1	0
Nckap5	24	48	66	31	45	34	45
Gm37161	3	1	2	0	1	1	4
Gm37936	2	3	3	1	1	0	1
Gm38177	0	1	1	0	0	2	0
Mgat5	28	63	60	56	71	69	61
Gm37510	3	5	5	3	9	4	6
Gm8451	12	15	24	20	18	20	25
Acmsd	1	0	0	0	0	0	0
2900009J06Rik	4	8	6	10	12	4	5
Ccnt2	118	170	207	139	225	150	137
Map3k19	0	0	0	0	1	0	1
Rab3gap1	44	76	70	55	111	95	54
Zranb3	25	42	36	35	49	64	35
Gm28800	0	4	3	2	4	2	1
Gm38248	10	15	8	7	5	5	2
Rpl28-ps1	158	232	236	211	325	307	253
Gm37625	1	0	0	0	0	0	0
Gm38026	0	0	0	0	1	0	2
R3hdm1	120	217	215	166	267	170	181
Gm29383	2	0	0	0	0	0	0
Gm37588	0	1	1	1	0	0	0
Gm37868	0	2	0	2	0	1	1
Gm37407	8	20	21	13	13	17	13
Ubxn4	178	274	300	266	368	304	317
Lct	1	0	0	1	1	0	0
Mcm6	96	147	135	128	193	184	129
Dars	82	145	207	138	218	186	113
Gm6170	10	18	20	17	15	14	14
Cxcr4	9	12	9	6	22	15	13
Thsd7b	2	3	1	2	3	5	1
Gm38240	0	0	0	0	0	0	0
Gm36951	0	0	0	0	0	0	1
Gm15790	1	0	0	0	0	0	0
Rpl31-ps9	8	6	9	4	16	10	15
Gm37479	0	0	0	1	0	0	1
Gm37064	0	0	0	0	0	0	0
Gm37278	0	0	0	0	0	1	0
Gm29428	0	0	0	1	0	1	0
Cd55b	0	1	0	0	2	1	0
Gm15674	0	0	0	0	0	0	0
Gm15675	7	5	6	2	7	10	3
Cd55	22	54	55	41	47	57	25
Gm16083	0	0	1	2	1	0	2
Gm37109	0	1	1	0	0	2	0
Gm37283	2	1	1	0	0	2	1
Zp3r	0	0	0	0	1	1	0
C4bp	0	0	2	0	0	2	0
Gm29427	2	1	0	1	0	0	0
C4bp-ps1	0	0	0	0	1	0	1
Pfkfb2	6	16	15	13	13	18	10
Yod1	8	26	21	24	31	34	25
AA986860	6	3	7	4	7	5	4
Gm28857	0	0	0	0	1	1	0
Pigr	0	1	4	1	4	5	3
Fcmr	1	1	0	0	0	0	1
Il10	0	2	0	0	0	0	1
Mapkapk2	69	122	101	77	141	136	93
Gm37084	0	2	0	0	5	2	1
Dyrk3	3	5	7	9	7	11	6
Eif2d	43	71	76	56	86	80	57
Rassf5	8	9	16	6	9	15	12
Ikbke	4	7	10	7	21	8	11
Gm28913	0	0	0	1	5	1	1
Srgap2	33	63	60	52	84	50	53
Gm38262	0	2	0	0	0	2	0
Gm37954	0	3	0	0	5	0	1
Gm29488	1	3	0	1	0	1	2
Gm29487	0	1	0	1	0	0	0
Gm24273	0	0	0	0	0	0	0
Fam72a	3	3	8	2	7	6	6
Ctse	1	1	1	1	5	3	2
Rab7b	39	54	63	43	47	62	49
Slc26a9	0	0	1	1	0	1	1
Pm20d1	2	1	2	4	5	2	1
Slc41a1	40	89	71	74	100	98	83
Rab29	22	38	43	39	57	33	40
Nucks1	78	156	139	120	179	196	108
Gm38067	0	0	1	1	4	1	2
Gm37676	16	30	17	32	38	50	17
Slc45a3	57	89	125	83	137	105	132
Elk4	55	93	97	99	100	103	72
Mfsd4a	89	117	128	108	192	157	107
Gm26892	0	0	0	0	2	1	2
Gm37120	1	0	2	2	1	0	1
Cdk18	10	9	20	13	16	17	24
Gm29629	0	0	0	1	0	1	0
Lemd1	0	1	0	0	2	0	0
Gm7241	3	0	1	0	0	0	0
Klhdc8a	2	3	3	0	5	4	3
Nuak2	7	4	7	6	18	15	8
F730311O21Rik	1	0	0	0	0	0	0
Tmcc2	9	17	18	14	13	13	15
Gm15849	0	0	0	0	0	0	1
Dstyk	64	105	77	82	86	85	81
6030442K20Rik	4	7	11	1	8	5	3
Rbbp5	26	39	46	31	38	44	31
Tmem81	5	5	7	9	8	6	10
Cntn2	0	0	0	3	2	2	2
Nfasc	0	2	2	1	0	0	1
Lrrn2	5	12	13	14	16	9	15
Mdm4	104	162	167	133	181	133	129
Gm29257	4	15	13	6	16	23	11
Pik3c2b	4	13	3	7	18	10	7
Gm28609	0	0	0	0	0	1	0
Gm26616	0	1	0	0	2	0	0
Ppp1r15b	30	83	55	60	62	98	61
Plekha6	9	7	6	8	9	12	6
Gm19461	2	6	8	3	10	10	4
Kiss1	1	0	0	1	4	0	0
Ren1	2	3	3	4	4	5	4
Etnk2	45	71	84	108	112	71	71
Sox13	8	9	15	7	14	9	12
Snrpe	310	535	515	512	745	676	563
Gm26706	0	0	0	0	0	1	0
Zc3h11a	6	16	12	13	16	18	7
Gm38394	3	1	4	4	0	1	4
Lax1	2	1	3	2	1	5	1
Atp2b4	39	70	52	44	93	70	69
Gm37368	0	1	0	0	2	1	1
Optc	2	2	2	1	2	3	1
Gm15851	2	3	7	3	7	9	7
Prelp	35	45	67	40	85	102	62
Fmod	7	10	8	6	14	20	12
Btg2	21	39	34	51	51	47	40
Gm38140	0	0	0	0	0	1	1
Gm8618	2	1	2	1	2	3	2
Chit1	0	0	0	1	0	0	1
Chil1	0	2	0	1	1	1	0
Mybph	3	3	0	8	1	0	2
Adora1	105	134	166	171	107	89	72
Ppfia4	4	4	11	5	5	12	5
Tmem183a	42	58	59	50	65	63	55
Cyb5r1	62	115	168	77	83	81	101
Adipor1	80	145	153	128	197	158	136
Gm37935	0	1	0	0	0	0	0
Klhl12	49	69	73	64	98	60	66
Rabif	49	114	86	63	100	77	72
Gm25612	0	0	0	0	0	0	0
Gm15454	2	5	6	5	0	6	2
Kdm5b	78	101	96	95	100	82	71
Syt2	0	2	0	1	0	0	4
Ppp1r12b	61	123	112	89	105	82	83
Gm37949	5	4	8	6	7	2	7
Gm37677	2	2	3	4	4	3	7
Ube2t	24	22	24	20	27	28	25
Lgr6	12	26	24	32	42	25	28
Ptprv	9	12	15	18	37	25	28
Gm10535	0	0	0	0	1	0	0
Ptpn7	3	3	5	2	3	6	3
Arl8a	34	56	62	49	56	60	63
Gm26280	1	0	0	0	0	0	0
Gm15445	5	2	4	0	0	2	2
Gpr37l1	1	2	4	0	0	0	0
Gm4204	45	64	57	64	65	68	65
Gm26642	1	1	0	0	2	0	0
Elf3	2	7	6	0	3	4	1
Rnpep	50	85	116	79	91	75	80
Timm17a	111	250	295	198	325	276	240
Lmod1	20	33	43	24	51	49	37
Shisa4	9	34	42	27	59	37	28
Ipo9	75	124	130	100	159	132	112
Gm28277	0	0	1	0	0	0	0
0v1	44	74	79	69	102	82	67
2610012C04Rik	2	4	2	2	1	1	3
Gm37333	5	6	5	5	10	6	9
Gm4793	1	2	1	0	0	0	0
Gm38399	2	5	1	6	3	2	1
Csrp1	108	164	191	95	233	252	206
Phlda3	21	28	26	26	34	26	40
Tnni1	2	2	1	2	3	2	1
Lad1	3	0	1	1	1	0	0
Tnnt2	13	19	20	18	20	20	23
Gm28883	2	2	6	1	2	1	2
Igfn1	0	0	0	1	1	0	0
Tmem9	148	242	261	215	307	257	205
Cac01s	1	0	6	1	3	3	6
Kif21b	3	4	7	1	3	3	6
Mroh3	0	0	1	0	0	0	0
5730559C18Rik	1	0	0	0	0	0	0
Camsap2	35	47	46	51	84	60	48
9230116N13Rik	1	3	3	1	1	5	3
Ddx59	22	23	31	27	53	49	32
Kif14	6	5	4	6	14	16	8
Gm29486	0	0	0	1	1	1	0
Gm29485	2	4	2	2	2	3	4
Platr23	0	1	0	0	0	0	0
Zfp281	33	64	58	61	85	80	61
Gm19705	32	28	26	40	82	105	80
Platr22	0	0	0	0	0	0	0
Gm24086	0	0	0	0	0	0	0
Gm8762	3	4	1	1	3	4	5
Gm29718	2	6	2	1	5	3	4
Nr5a2	136	286	243	264	316	277	237
Gm4258	3	7	6	5	8	5	6
Gm37298	2	4	2	0	6	1	0
Gm26979	2	2	2	0	1	1	0
Gm37124	1	4	3	6	6	6	4
A130050O07Rik	0	3	1	1	5	3	3
Gm26930	0	2	1	3	2	1	1
D130019J16Rik	2	2	3	0	1	3	4
Gm37534	0	1	3	1	4	3	2
A430106G13Rik	8	8	9	12	11	10	6
Gm37632	1	1	2	1	0	2	0
Ptprc	18	23	26	19	22	28	20
A130071D04Rik	0	2	6	0	0	1	1
Nek7	74	140	110	121	152	160	120
Gm28501	3	0	0	0	0	1	0
Gm37080	0	5	1	1	3	3	3
Gm37101	3	12	5	5	10	5	6
Lhx9	8	13	7	18	18	18	9
2310009B15Rik	47	66	90	47	74	63	70
Gm37045	1	0	2	0	5	1	0
Dennd1b	61	113	97	113	145	132	104
Gm37423	5	3	3	5	3	7	3
4930596I21Rik	0	6	1	5	2	1	1
Gm18553	0	2	0	1	1	1	0
Gm16305	2	1	1	0	2	1	1
Gm37470	1	4	4	2	8	4	1
Gm43544	6	12	12	8	17	16	10
Gm37655	1	0	2	4	4	1	0
Gm16304	0	0	0	1	0	1	1
Gm37718	9	17	15	6	21	12	9
Crb1	4	5	2	2	8	4	4
Zbtb41	28	65	75	61	78	85	54
Aspm	29	44	51	41	55	75	48
Cfhr1	2	5	0	3	2	1	2
Gm4788	3	8	16	7	10	10	10
Cfhr2	5	11	11	8	12	10	6
Gm16332	20	46	36	20	42	50	50
Gm5837	4	3	6	5	3	2	3
Gm5834	4	6	2	2	2	4	2
Gm38266	4	9	1	6	3	3	2
Gm26048	0	2	2	2	1	1	0
Gm38019	1	0	2	1	1	2	1
Cfh	898	1664	1516	1327	1744	1528	1223
Kcnt2	32	66	74	47	62	60	50
Gm37777	6	11	7	8	8	11	9
Gm37599	4	7	3	8	10	8	8
Gm5835	6	8	8	5	9	5	16
Cdc73	48	102	115	96	163	108	131
B3galt2	7	7	11	7	16	12	19
Gm6397	39	52	56	74	80	67	62
Glrx2	86	153	142	102	191	178	155
Trove2	48	94	73	77	125	134	91
Uchl5	64	126	111	103	152	138	108
Gm29170	0	3	5	1	4	0	5
Rgs2	448	815	676	487	899	739	584
Rgs13	17	66	40	24	27	39	26
Rgs1	1	2	6	1	3	3	0
Gm7266	1	0	0	0	1	1	1
Rgs18	1	0	4	1	4	5	2
Gm28392	0	0	0	0	1	0	0
Gm5263	2	2	5	2	6	4	4
Brinp3	0	0	0	0	0	0	0
Gm15583	1	7	5	5	10	6	2
A230059L01Rik	2	2	2	0	0	0	0
Gm4034	0	0	0	0	1	0	1
Pla2g4a	30	37	44	29	61	43	30
Ptgs2os	0	0	0	0	0	0	0
Ptgs2	0	0	2	0	0	0	3
Gm9687	0	0	0	0	2	0	1
Ptgs2os2	0	1	0	0	0	0	0
Rbm3-ps	7	10	7	3	6	12	7
Gm4322	0	1	1	0	4	4	4
Pdc	0	0	0	0	0	1	0
BC003331	76	107	107	111	159	150	99
Tpr	190	294	302	283	430	307	263
Prg4	14	17	16	2	18	6	14
Ska2l-ps	0	1	0	1	0	0	1
Hmcn1	28	21	23	25	31	23	25
Gm20631	0	1	1	0	1	1	0
Gm10138	23	34	47	32	23	33	33
Ivns1abp	431	781	722	587	844	708	637
Swt1	71	123	119	84	156	102	82
Trmt1l	86	127	163	113	168	138	104
Mir7682	1	2	0	0	1	0	0
Gm37893	15	19	18	14	23	27	24
Rnf2	54	107	126	96	126	93	75
Gm36527	1	0	0	0	1	1	1
Gm19503	1	0	1	0	2	2	3
Fam129a	126	161	191	161	190	236	155
2810414N06Rik	6	11	13	6	10	6	1
Edem3	66	136	116	104	151	133	93
1700025G04Rik	15	41	28	25	33	21	24
Tsen15	46	119	102	87	128	99	83
Colgalt2	10	22	18	15	26	21	20
Rgl1	30	39	32	31	69	96	46
Gm7278	0	0	1	0	0	2	0
Gm28792	0	0	0	0	0	0	0
Arpc5	175	315	378	309	435	377	309
Ncf2	16	29	26	21	21	17	10
Smg7	36	43	61	42	86	54	53
Gm28791	7	2	8	7	7	9	8
Gm8976	2	1	7	0	4	2	3
Nm0t2	0	2	3	0	5	2	2
Lamc2	4	6	1	2	6	3	2
Lamc1	56	117	138	85	179	131	118
Gm38009	4	3	6	4	10	8	4
Gm8818	2	1	2	1	4	5	3
E330020D12Rik	6	12	7	2	6	3	7
Shcbp1l	2	1	3	0	1	3	3
Dhx9	177	316	332	283	375	332	265
Npl	17	17	24	10	47	30	23
Gm6652	0	1	2	1	3	4	0
Rgs16	2	5	8	4	7	9	2
Gm28513	0	2	4	0	2	0	0
R0sel	32	48	46	40	32	23	22
Gm28512	0	1	0	0	0	0	0
Rgsl1	0	0	3	0	2	1	0
