	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1DHT1	OvaryPNAF1DHT2	OvaryPNAF1DHT4
Rps18-ps2	0	0	0	0	0	1
Clvs1	0	1	1	1	1	1
Gm11816	0	0	0	0	0	0
Asph	99	260	204	136	97	253
4930412C18Rik	6	11	8	1	1	6
Gdf6	1	0	1	1	0	4
Gm11814	0	4	1	1	0	0
Gm12920	0	1	0	0	0	1
Gm12918	45	88	71	42	44	183
Gm12919	7	24	27	6	10	8
2610301B20Rik	31	100	98	62	45	62
Rps11-ps3	14	37	31	15	9	36
Plekhf2	11	41	29	19	14	55
Ndufaf6	6	37	14	5	3	22
Gm11827	5	11	5	2	2	6
Gm11829	0	0	0	1	0	1
Mir684-2	1	0	0	1	1	2
Gm11830	1	0	0	1	1	1
Trp53inp1	118	230	194	137	107	387
Ccne2	10	29	19	17	8	31
Ints8	29	78	50	40	25	90
Dpy19l4	40	109	71	58	53	128
Gm26663	0	0	0	0	0	1
Esrp1	5	12	17	5	4	13
Gm11821	0	0	1	0	0	0
Virma	56	144	104	57	40	147
Gm11831	0	0	0	1	0	0
Rad54b	4	17	10	9	5	6
Fsbp	4	5	6	2	6	2
Gem	54	113	118	50	31	67
Cdh17	2	5	0	3	0	5
Pdp1	31	99	75	50	30	103
1700123M08Rik	8	13	18	7	11	10
Gm10604	0	1	2	3	1	0
Gm26895	1	0	2	0	1	0
Tmem67	10	39	25	17	4	27
Rbm12b2	9	35	32	13	18	35
Gm11839	3	8	4	3	6	10
Gm11841	2	4	1	0	0	2
Gm11843	11	30	3	10	9	21
Rbm12b1	13	27	13	6	8	23
Fam92a	90	224	179	125	94	172
Gm11847	11	18	14	7	6	5
Gm37985	0	0	0	1	0	0
Triqk	12	21	18	11	9	23
Gm11826	1	8	4	2	6	26
Runx1t1	11	42	39	17	12	36
Gm11824	21	50	44	29	25	104
Gm11836	69	237	140	72	41	122
Slc26a7	17	40	259	30	17	28
Lrrc69	0	0	0	0	0	0
Gm11838	1	0	0	0	0	2
Otud6b	49	116	130	66	60	155
Tmem55a	39	120	74	66	41	134
Gm11837	3	4	2	5	2	6
Necab1	2	1	2	0	0	0
Tmem64	59	116	127	73	50	199
Gm11857	1	2	2	0	0	2
Calb1	5	9	3	10	2	8
Decr1	144	281	302	175	149	362
Nbn	12	57	50	30	24	71
Gm11869	0	1	0	1	0	2
Osgin2	17	42	36	17	18	57
Gm11870	0	0	0	0	0	2
Ripk2	15	47	34	26	17	49
A530072M11Rik	8	11	5	9	5	1
Gm11865	1	1	0	0	1	1
Gm24978	0	0	1	0	1	0
Gm11851	0	0	1	1	0	0
Mmp16	3	18	13	9	4	9
Gm11860	0	0	1	0	0	1
Gm11852	0	0	0	0	0	1
Gm11867	0	0	0	0	0	1
Gm11868	1	2	2	1	0	2
Gm11877	3	1	1	0	1	7
Cpne3	220	323	200	230	164	425
Rmdn1	59	101	118	65	36	70
Gm12353	0	2	1	1	2	0
Wwp1	73	192	82	105	86	188
Slc7a13	0	1	0	0	0	0
Atp6v0d2	18	11	28	18	10	33
4930480G23Rik	0	1	1	0	0	0
Ttpa	15	37	23	16	14	37
Ggh	214	657	291	268	208	319
Nkain3	2	14	10	6	7	1
Ccnc	39	115	74	66	40	97
Tstd3	19	53	36	24	13	26
Usp45	39	93	68	41	30	73
Pnisr	185	370	303	245	172	361
Coq3	53	130	115	72	43	80
Faxc	2	5	7	3	2	5
Fbxl4	37	68	62	46	28	71
Gm37900	2	1	1	1	1	1
Gm11878	5	10	10	7	5	37
Gm11884	0	0	0	0	0	0
Gm11889	1	2	5	0	0	2
Mms22l	11	38	33	19	15	38
Klhl32	3	7	5	0	3	6
Ndufaf4	51	122	156	55	67	117
C230012O17Rik	0	0	0	1	0	0
Gpr63	1	2	0	0	0	1
Gm11906	2	1	1	1	1	0
Fhl5	1	2	2	0	1	1
Ufl1	69	134	99	77	60	111
Prdx6-ps2	1	2	0	0	0	0
Gm11893	0	2	1	2	2	0
Fut9	0	0	0	1	0	0
Manea	37	61	50	27	30	79
Bhmt-ps1	0	1	0	0	0	1
Gm11914	3	17	9	9	4	10
Gm11910	0	3	2	0	0	2
Gm11912	0	3	0	0	1	3
Gm11913	3	5	6	6	6	1
Epha7	9	14	14	5	7	24
Map3k7	39	114	107	56	32	178
Gm11927	1	7	13	4	4	5
Bach2	5	24	6	8	6	6
Bach2it1	1	0	1	0	0	0
Gm24371	0	1	0	0	0	0
Bach2os	1	3	2	3	1	2
Casp8ap2	21	53	57	39	27	47
Mdn1	60	98	88	62	61	107
Lyrm2	87	216	156	116	72	126
Ankrd6	1	3	2	2	1	6
Gm11942	105	176	158	121	85	442
Rragd	35	83	49	43	37	121
4933421O10Rik	11	19	11	5	5	17
Ube2j1	51	137	86	73	54	181
Gabrr2	1	3	0	0	0	3
Pm20d2	0	2	2	2	1	2
Gm11930	5	7	8	8	3	21
Srsf12	0	4	4	3	2	2
Pnrc1	75	228	173	87	74	251
Gm11934	0	0	0	0	0	0
Rngtt	33	96	64	30	28	67
Cnr1	0	3	1	2	2	3
Spaca1	0	1	4	2	0	1
Gm12751	4	8	7	5	3	10
Gm12350	55	52	62	56	46	168
Akirin2	63	123	122	67	51	203
Orc3	48	102	103	43	46	119
Rars2	56	140	111	63	40	114
Slc35a1	81	181	141	94	73	173
Cfap206	0	0	0	2	0	3
Smim8	35	102	85	58	54	63
Zfp292	111	174	120	131	85	180
Gm12363	0	1	1	0	0	0
Gm12361	0	1	0	1	0	2
Gm12362	0	2	0	0	0	0
Mob3b	10	19	14	8	6	21
Ifnk	0	0	0	1	1	0
3110043O21Rik	15	32	39	26	15	44
Gm12366	16	136	85	29	17	75
Gm12367	0	1	0	1	0	1
Gm12365	0	2	3	0	1	0
Lingo2	0	1	0	0	0	0
Gm12372	7	7	5	5	1	8
Rpl23a-ps6	0	3	0	2	1	13
Gm12380	10	28	22	12	4	37
Gm12387	0	0	0	0	1	0
Gm12389	1	2	2	2	1	6
Aco1	53	197	151	96	67	229
Ddx58	33	83	80	66	37	90
Topors	61	110	93	72	54	148
Smim27	41	129	116	58	37	102
Ndufb6	389	907	877	479	370	679
Tmem215	0	0	0	0	1	1
Gm12391	0	1	0	0	0	0
Aptx	43	111	103	45	38	75
Gm12390	0	0	0	0	0	3
Gm6297	2	5	5	4	3	6
D0ja1	483	930	894	562	515	783
Smu1	138	373	309	184	126	267
Gm12396	4	29	11	7	5	43
B4galt1	123	261	159	172	134	441
Gm12397	0	2	2	3	1	0
Spink4	9	7	40	10	3	13
Bag1	153	331	283	178	143	626
Chmp5	173	393	379	214	161	478
Nfx1	123	247	221	130	80	306
Aqp7	1	1	1	0	1	5
Aqp3	0	0	1	0	0	0
Nol6	29	83	56	49	23	91
Ube2r2	198	497	386	210	165	688
Gm12403	0	2	2	1	0	4
Ubap2	61	183	87	74	53	137
Gm12401	2	1	0	1	0	2
Dcaf12	76	193	126	92	72	202
Gm26049	2	3	1	1	4	6
Ubap1	54	136	152	66	52	154
Kif24	7	9	6	4	3	6
Nudt2	54	162	118	79	39	106
AI464131	13	28	17	16	6	26
1110017D15Rik	0	2	0	3	0	4
Fam219aos	0	0	0	1	0	2
Fam219a	9	30	17	8	7	27
Gm12404	1	1	1	0	1	2
D0ic1	2	2	4	2	0	2
Enho	8	19	3	13	6	19
Cntfr	2	12	4	3	1	12
Il11ra1	49	222	194	80	61	188
Rpp25l	57	184	155	88	68	99
Dctn3	230	643	532	295	207	455
Arid3c	0	0	0	0	0	1
Sigmar1	100	311	217	132	117	177
Galt	21	85	102	20	23	56
Ccl27a	34	71	79	37	19	50
Gm12407	1	1	1	2	0	1
Gm10601	0	2	0	0	0	2
Gm13307	1	1	9	1	3	1
Gm13302	0	2	1	0	2	0
Gm21541	62	159	253	77	71	81
Ccl19-ps1	1	0	0	0	2	0
Gm20878	3	8	10	0	2	3
Gm13303	0	0	0	0	0	1
Gm37530	0	0	1	1	1	0
Gm13304	1	1	6	0	0	14
Gm13299	1	1	0	0	0	0
Ccl19-ps3	4	23	11	3	13	13
Gm13306	4	19	13	3	4	7
Gm13305	13	22	31	8	7	39
Gm17167	5	7	3	3	1	0
Gm13301	1	1	0	2	0	0
Gm10600	2	9	6	3	1	5
Ccl21b	0	2	0	0	0	0
Gm21953	0	1	2	0	0	1
Fam205a3	0	0	0	0	0	1
Gm21586	0	0	1	0	0	0
Gm3883	0	0	0	0	0	0
Gm2163	0	4	4	1	1	0
Fam205a2	3	7	3	6	4	1
Gm10593	2	1	1	2	0	2
Gm10591	62	129	182	41	56	29
Gm2564	0	1	0	0	0	0
Ccl27b	0	3	1	2	0	5
Il11ra2	0	5	5	0	4	2
Gm21955	3	4	5	5	4	5
4930578G10Rik	0	3	3	1	1	1
Gm12395	0	0	2	3	1	0
Ccl19	0	4	0	4	5	2
Ccl21a	172	409	592	194	132	164
Gm12394	1	1	0	2	0	0
Fam205a1	0	3	2	0	1	3
Fam205c	0	0	0	2	0	0
Phf24	3	5	11	0	0	6
D0jb5	6	14	15	3	4	7
1700022I11Rik	8	3	2	5	13	5
Vcp	476	1297	861	652	465	1458
Fancg	6	15	17	17	11	18
Pigo	16	41	30	15	14	43
Stoml2	142	433	371	172	166	282
Fam214b	31	132	111	45	30	157
Gm26881	10	15	14	6	9	16
Unc13b	24	70	71	33	16	73
Gm23709	1	1	6	0	2	0
Atp8b5	5	11	6	8	7	6
Rusc2	24	89	52	23	22	118
Fam166b	0	0	0	2	0	5
Tesk1	29	74	57	29	26	116
Cd72	21	45	20	28	18	23
Sit1	0	0	0	1	0	0
Ccdc107	121	297	249	108	94	175
Arhgef39	10	42	40	10	6	25
Gm12454	2	11	9	3	2	13
Car9	9	25	14	13	4	22
Tpm2	397	802	626	409	317	745
Tln1	196	493	315	200	156	479
Creb3	135	384	323	155	128	343
Gba2	10	47	41	21	10	42
Rgp1	34	131	127	53	42	154
Msmp	5	10	11	8	2	10
Gm25262	0	1	1	1	0	0
Gm12473	1	6	7	0	4	3
Npr2	35	96	144	50	39	121
Spag8	0	1	2	2	2	3
Hint2	87	301	293	100	83	191
Fam221b	1	0	0	0	0	0
Gm12481	24	109	68	39	21	414
Tmem8b	12	29	28	16	7	34
Hrct1	7	28	15	13	6	19
Spaar	0	7	6	6	5	6
Reck	33	69	67	48	22	74
Gm27265	1	0	0	0	1	0
Glipr2	25	96	33	24	20	59
Clta	237	600	442	291	225	589
Gne	20	58	48	24	19	45
Gm12503	0	0	0	0	0	0
Gm12504	7	28	17	13	5	27
Rnf38	39	101	78	64	38	94
Mir5106	0	0	0	0	0	0
Melk	6	45	36	14	10	35
Pax5	0	1	1	2	1	2
Gm12463	0	1	3	1	0	0
Zcchc7	98	190	166	125	101	187
Grhpr	217	613	307	296	261	385
Zbtb5	28	55	49	24	13	45
1700055D18Rik	2	3	3	1	1	5
Polr1e	14	48	24	20	18	38
Fbxo10	8	23	21	10	6	29
Tomm5	150	455	405	196	154	254
Frmpd1	0	0	1	0	0	1
Frmpd1os	0	2	0	1	0	1
Trmt10b	14	48	32	19	19	31
Exosc3	33	100	82	38	36	62
Dcaf10	32	98	68	40	33	83
Slc25a51	149	280	245	146	128	486
Shb	9	38	16	9	8	65
Gm12411	117	242	188	142	105	145
Gm12409	1	0	1	0	0	2
Gm12412	0	0	1	0	0	0
Aldh1b1	43	134	96	66	48	72
Igfbpl1	0	0	1	0	0	1
Stra6l	0	1	1	2	2	3
Ccdc180	0	1	1	1	1	3
Tdrd7	20	57	46	21	19	58
Tmod1	18	22	14	8	8	30
Tstd2	26	65	74	34	30	66
Ncbp1	49	135	116	78	46	130
Xpa	44	69	49	45	39	86
Gm12445	0	0	0	0	0	1
Gm12447	1	8	5	2	5	12
Trmo	8	20	16	11	7	22
Anp32b	245	555	375	298	239	576
0ns	50	226	162	93	74	142
Trim14	5	17	9	11	7	9
Gm22247	0	0	1	0	1	1
Gm16731	0	0	1	2	1	0
Coro2a	32	68	22	29	21	88
Tbc1d2	5	10	5	6	1	12
Gabbr2	0	0	0	0	0	0
Anks6	3	18	7	7	3	16
Gm12422	0	1	0	0	0	5
Galnt12	6	15	13	7	6	21
Gm12424	0	0	0	0	0	0
Gm12426	1	5	0	1	1	1
Col15a1	96	212	101	115	86	213
Tgfbr1	130	317	242	154	135	405
Gm12430	2	2	2	0	0	0
Alg2	74	199	187	82	57	175
Sec61b	692	1449	1260	757	645	996
Nr4a3	0	0	0	2	1	4
Stx17	35	100	108	52	46	91
Erp44	85	238	125	116	58	239
Invs	24	61	68	47	24	69
Gm12435	3	21	9	4	4	9
Tex10	27	78	58	43	31	76
Msantd3	6	24	16	6	8	30
Tmeff1	14	18	11	14	9	14
Cavin4	0	0	0	0	0	1
Gm12439	0	1	0	0	0	0
Rbpj-ps1	0	0	0	0	0	1
Baat	2	5	3	3	1	1
Mrpl50	113	244	281	134	109	170
Zfp189	15	23	29	18	13	27
Aldob	7	7	3	5	1	18
Tmem246	7	24	30	10	5	22
Rnf20	71	119	107	89	56	178
Grin3a	0	3	0	4	1	1
Gm12459	1	5	5	4	3	11
Gm12460	2	2	1	1	1	3
Amd-ps4	2	1	1	2	1	5
Gm12461	0	1	1	0	0	1
Gm12466	1	7	10	4	4	26
Smc2os	2	0	1	2	0	1
Smc2	76	169	103	99	84	86
Vma21-ps	2	2	2	0	1	2
Gm12482	19	31	30	25	17	25
Cct3-ps1	3	5	4	4	2	9
Nips0p3b	88	195	176	87	72	154
Abca1	234	567	302	271	182	700
4930412L05Rik	0	2	3	0	0	3
4930522O17Rik	0	0	0	0	0	0
AI427809	2	18	7	6	3	11
Slc44a1	72	175	127	89	97	259
1700060J05Rik	0	1	1	1	1	0
Fsd1l	15	21	30	24	23	18
Gm12470	1	0	1	1	1	0
Fktn	42	122	99	59	46	128
Tal2	0	0	0	0	1	0
Rps15a-ps8	3	12	12	4	4	13
Tmem38b	46	123	67	54	32	88
Gm12468	13	30	27	12	10	63
Gm12469	0	0	1	0	1	7
Gm25687	0	0	0	0	0	2
Zfp462	62	99	80	58	48	124
Gm12508	0	3	2	0	0	4
Rad23b	155	351	244	204	145	451
Gm12516	0	0	0	0	0	0
Gm12513	0	0	1	0	1	1
Gm12510	0	0	0	1	0	0
Klf4	23	29	33	18	20	43
Gm12511	0	0	0	0	0	0
Ikbkap	24	87	72	50	39	88
Fam206a	19	60	37	13	13	38
Ctn0l1	35	56	53	36	28	81
Tmem245	112	181	168	133	106	307
Frrs1l	0	3	0	0	1	1
Epb41l4b	11	48	35	27	13	75
Ptpn3	29	63	55	36	24	74
Gm12537	12	49	28	20	13	94
Gm12538	0	0	0	0	0	1
Palm2	1	1	3	1	0	2
Pakap	0	1	0	0	0	0
Akap2	3	2	2	4	2	0
Gm12526	0	1	0	1	1	0
Gm24277	1	1	4	0	1	3
D630039A03Rik	5	6	47	2	0	3
Txn1	908	1917	1624	961	905	1386
Svep1	4	17	14	15	12	15
Gm26889	0	0	0	0	0	1
Musk	1	2	0	1	1	2
Lpar1	18	49	28	20	10	35
Gm12577	0	1	1	0	1	0
Olfr267	0	0	0	0	1	0
AI314180	114	227	151	126	102	251
Zkscan16	2	0	1	0	0	0
Ptgr1	74	150	171	102	83	167
D0jc25	25	37	49	20	25	61
Gng10	30	56	123	29	29	6
AI481877	0	0	0	2	0	2
Rpsa-ps11	3	7	6	2	5	21
Ugcg	33	88	59	46	29	101
Susd1	5	29	18	7	8	10
Ptbp3	136	315	298	189	102	433
Gm12529	6	3	10	7	8	4
1700018M17Rik	2	0	0	0	0	2
Hsdl2	52	135	104	65	43	113
E130308A19Rik	13	34	35	25	15	61
Inip	37	103	94	42	37	94
Snx30	8	29	24	16	15	38
Gm12543	1	0	1	1	1	9
Slc46a2	0	1	0	0	0	1
Mup7	1	0	0	0	0	0
Mup1	1	0	0	0	0	0
Mup10	0	0	1	0	0	1
Mup11	2	3	1	4	0	3
Mup12	0	0	0	0	0	2
Gm21320	0	0	0	0	0	0
Mup13	0	0	0	3	1	2
Mup15	2	0	2	3	4	1
Mup18	1	1	0	1	0	0
Mup3	0	0	0	0	0	0
Zfp37	7	23	20	17	9	21
Slc31a2	88	158	109	78	68	144
Fkbp15	43	108	75	54	52	131
Slc31a1	137	256	208	151	103	250
Cdc26	120	314	249	147	106	162
Prpf4	38	119	64	53	41	103
Rnf183	0	2	0	0	0	1
Wdr31	5	16	20	11	2	13
Bspry	7	13	7	11	1	46
Hdhd3	14	38	23	11	11	34
Alad	67	235	143	102	57	185
Pole3	65	183	131	78	70	142
4933430I17Rik	1	2	0	0	0	0
Rgs3	57	112	110	36	37	82
Gm11209	0	0	1	1	0	0
Zfp618	32	101	124	51	52	186
Ambp	0	0	0	0	0	0
Col27a1	78	144	111	54	45	196
Orm1	5	5	6	2	5	8
Orm3	3	0	0	0	1	0
Orm2	2	2	1	0	1	2
Ak0	10	20	13	13	11	16
Ak0os	1	0	1	1	0	1
Whrn	20	44	40	26	22	48
Atp6v1g1	375	778	1059	448	378	610
Tmem268	9	33	27	11	9	25
Gm11483	0	0	1	0	0	1
Gm24448	0	0	1	0	0	0
Gm11214	0	0	1	0	0	0
Tnfsf15	0	3	1	1	1	1
Tnfsf8	0	2	0	0	0	0
Rpl17-ps4	8	8	15	6	5	25
Tnc	405	447	548	347	263	654
8030451A03Rik	38	84	164	44	35	36
Gm11216	0	1	1	1	0	0
Pappa	49	77	129	40	31	120
Astn2	0	5	5	0	0	0
Trim32	27	65	72	47	22	96
Tlr4	9	25	6	21	13	23
Gm11249	12	24	25	23	10	84
Tcp1-ps1	0	2	1	2	1	1
Brinp1	0	1	2	1	0	0
Gm11221	3	13	12	7	3	14
Gm11222	0	1	2	0	0	2
Gm11223	45	209	155	67	48	59
Gm11224	1	3	4	1	0	3
Gm11225	1	1	3	0	2	0
Cdk5rap2	35	117	162	43	34	59
Ywhaq-ps3	1	6	3	5	1	5
Megf9	40	56	80	41	33	104
Rps18-ps1	11	29	29	15	10	36
Gm11232	0	2	1	2	1	1
Tle1	43	82	86	65	38	133
Gm11250	1	2	4	1	5	2
C630043F03Rik	8	29	16	7	4	5
Gm11235	0	1	2	1	0	1
Aldoart1	1	7	4	3	2	13
Gm11488	1	0	0	1	1	0
Rasef	0	1	0	0	0	3
Frmd3	0	0	2	0	0	4
Gm11760	0	0	0	0	1	1
Gm11405	0	3	1	1	0	2
Kdm4c	34	78	61	40	29	83
A230083N12Rik	0	0	4	5	1	4
Gm11258	0	2	3	3	1	3
Gm12912	6	18	7	7	4	21
Dmac1	121	300	247	155	141	205
Ptprd	140	381	428	236	156	441
Gm11252	0	1	1	0	0	1
Gm42303	1	4	27	1	2	8
Gm11246	2	9	4	3	3	8
Gm11261	0	1	0	2	0	1
Gm11263	459	1054	1182	574	484	340
Gm11407	11	19	27	15	10	16
Gm11408	1	0	0	1	0	0
Gm11410	16	46	44	33	16	78
Lurap1l	6	15	8	2	4	18
Mpdz	31	81	74	44	40	89
Gm11765	0	0	1	0	1	1
Gm22402	0	0	0	0	0	0
Nfib	181	452	267	250	172	530
Gm11266	2	5	7	1	1	4
Zdhhc21	66	128	138	84	51	161
Frem1	30	39	50	33	35	37
Gm11185	10	36	23	13	4	45
Ttc39b	36	81	39	42	44	118
Gm23412	1	1	0	0	0	2
Gm11413	0	1	1	0	1	0
S0pc3	56	140	113	71	54	131
Psip1	67	194	129	110	76	225
Gm10154	11	18	17	8	5	49
Ccdc171	7	23	26	13	12	10
Gm27046	5	4	5	2	4	23
6030471H07Rik	0	0	0	0	0	0
Gm12416	3	14	11	3	2	18
Gm12414	0	0	0	0	0	0
Bnc2	37	85	69	50	23	75
Gm12421	0	11	4	4	3	24
Gm12420	6	29	30	6	5	2
Cntln	26	65	36	41	32	52
Gm12418	2	3	7	3	4	1
Gm12419	0	0	1	0	1	1
Sh3gl2	7	28	26	20	9	29
Adamtsl1	10	9	25	9	5	25
Saxo1	0	0	0	0	0	1
Rraga	124	237	213	139	97	343
Haus6	18	65	51	37	28	63
Gm12551	1	0	2	1	0	0
Plin2	174	385	377	267	201	343
Dennd4c	33	87	67	51	50	83
Gm12630	3	1	2	4	2	19
Rps6	1751	3939	2716	2221	1886	1694
Acer2	0	27	15	3	5	12
Slc24a2	0	2	1	0	0	0
Mllt3	68	123	103	70	50	112
Gm12631	2	0	0	0	0	0
Focad	24	65	47	29	26	63
Hacd4	39	91	84	54	32	101
Mrpl48-ps	6	5	2	1	3	3
C87499	1	9	4	5	1	10
Klhl9	84	167	137	114	73	231
Gm26566	0	0	0	3	1	0
Gm13283	0	1	0	0	2	0
Gm10581	0	0	0	0	0	0
Gm26525	1	4	1	1	1	0
Gm26867	0	0	0	1	0	1
Ifne	0	0	0	0	0	1
Gm12602	0	0	1	1	0	1
Mtap	59	124	132	62	60	143
Gm12607	2	12	6	3	2	2
Gm26490	1	1	1	0	0	0
Cdkn2a	1	5	3	0	0	6
Cdkn2b	55	44	96	45	25	208
Gm12610	1	0	1	0	0	1
Gm12608	0	1	0	0	0	2
Dmrta1	5	12	6	7	2	14
Zfp352	0	1	0	0	0	1
Gm12633	0	0	0	0	0	1
Gm12635	0	0	1	0	1	0
Gm12632	0	0	0	1	0	0
Gm12643	14	22	11	16	8	67
Elavl2	4	5	5	7	1	13
Gm12669	9	25	19	12	7	49
Gm12666	1	2	1	0	1	5
Gm12642	1	1	0	0	0	0
Tusc1	3	13	10	4	7	45
Gm12650	1	1	1	0	1	2
Gm12648	35	87	20	25	37	49
Gm12655	2	3	8	3	2	2
Gm12656	0	0	0	0	0	1
Caap1	12	24	21	19	12	37
Gm10306	1	0	0	0	0	2
Plaa	73	174	143	95	76	194
Gm12657	16	24	24	17	11	37
Ift74	35	88	52	53	44	75
Lrrc19	1	0	0	0	0	0
Tek	43	93	83	29	47	63
Eqtn	0	0	2	0	0	2
Gm12693	14	15	29	16	11	60
Mysm1	67	116	109	70	47	126
Gm12694	1	0	1	0	0	0
Gm12704	0	2	2	1	0	2
Jun	106	195	233	90	81	200
Junos	2	6	3	6	5	4
Gm12708	0	0	0	0	0	0
Gm830	4	0	15	1	1	8
Fggy	23	55	74	57	31	61
9530080O11Rik	0	0	0	0	0	0
Hook1	9	24	23	13	12	24
Hspe1-ps6	0	1	1	0	1	2
Cyp2j12	1	0	0	0	0	1
Cyp2j6	19	63	36	45	40	54
Cyp2j9	10	19	17	13	3	18
Cyp2j5	0	0	0	0	0	0
Gm12695	0	0	0	0	0	0
Gm12696	4	7	8	0	3	15
E130114P18Rik	2	3	1	3	4	9
Gm12676	0	3	0	1	0	3
Nfia	173	379	313	214	196	678
0610025J13Rik	0	0	0	1	0	0
Gm12788	0	0	0	0	0	2
Tm2d1	63	190	125	92	48	170
Patj	14	38	25	14	7	24
Gm12846	0	0	0	0	2	3
L1td1	0	0	0	1	0	1
Kank4	5	18	16	4	3	15
Kank4os	0	0	2	0	0	4
Usp1	57	139	109	86	55	152
Dock7	51	171	112	97	61	151
Angptl3	2	1	4	2	0	0
Gm12852	1	0	4	2	1	4
Gm12705	0	2	3	2	0	0
Gm12681	0	0	0	0	2	2
Atg4c	21	41	38	17	14	76
Gm10305	0	1	0	0	0	0
Gm12689	3	11	5	2	4	11
Alg6	17	75	25	29	19	48
Itgb3bp	30	64	38	50	32	45
Efcab7	7	9	4	3	2	7
Pgm2	85	258	163	96	73	281
Ror1	28	33	31	19	21	65
Gm12701	1	5	0	0	2	0
Gm12706	1	0	2	1	0	0
Ube2u	3	4	5	3	3	2
Ccdc50-ps	0	0	1	0	0	0
Cachd1	52	108	94	54	43	112
Raver2	8	26	28	13	11	18
Jak1	302	591	539	394	268	782
Gm24468	1	3	3	0	1	1
Gm12785	0	0	0	0	0	0
Gm12796	0	0	1	2	0	0
Gm12793	0	0	0	0	0	0
E130102H24Rik	14	25	25	14	7	4
0610043K17Rik	1	8	6	4	6	0
Gm12795	0	0	0	2	0	0
Ak4	8	31	16	15	4	32
D0jc6	3	5	12	4	5	12
Leprot	204	505	422	235	232	333
Lepr	14	52	17	19	23	55
Gm12791	1	4	5	2	2	6
C130073F10Rik	0	2	0	0	0	0
Gm12799	3	5	1	5	2	12
Pde4b	26	104	62	40	39	92
Sgip1	6	5	8	5	1	4
Tctex1d1	1	6	4	1	0	3
Wdr78	4	24	12	7	5	14
Gm12710	0	2	1	0	1	0
Mier1	110	193	253	128	111	248
Slc35d1	34	64	53	48	38	100
Gm44037	3	9	4	3	4	7
4930456L15Rik	0	0	0	0	0	0
Oma1	39	99	95	49	23	77
Gm23064	1	0	0	1	2	0
Gm12715	202	642	415	280	174	517
Dab1	0	1	1	1	0	1
C8b	0	1	3	1	0	1
C8a	0	0	0	0	0	0
Fyb2	0	3	3	0	1	4
Prkaa2	19	27	27	20	12	21
Plpp3	315	624	439	276	262	851
Gm12723	0	1	0	0	0	1
Gm12726	11	13	12	12	7	32
Gm12728	8	14	13	9	12	33
Gm12727	0	6	3	1	3	9
Hspd1-ps4	2	2	2	0	0	1
Usp24	48	133	112	66	36	139
Pcsk9	1	5	0	5	2	2
Tmem61	0	1	2	1	0	0
2700068H02Rik	0	1	0	0	0	1
Dhcr24	198	416	278	202	157	660
Gm12744	3	3	0	0	2	3
Ttc22	0	0	0	1	1	2
Pars2	5	20	15	8	2	10
Ttc4	34	109	86	47	32	94
Mroh7	2	7	8	0	3	3
Fam151a	6	11	13	4	5	12
Acot11	5	20	4	5	3	13
Gm12746	0	0	0	1	0	1
Ssbp3	83	234	146	112	90	340
Gm12786	10	6	17	3	5	15
Mrpl37	71	191	168	99	51	165
Cyb5rl	12	42	30	13	16	39
Gm12802	4	4	9	0	0	5
Tceanc2	38	93	91	39	44	66
Tmem59	581	1209	1300	618	526	961
Ldlrad1	0	1	0	1	0	2
Lrrc42	18	105	78	37	38	97
Hspb11	70	111	117	78	41	107
Yipf1	103	232	390	113	102	200
Gm12870	0	0	0	0	0	2
Ndc1	34	91	85	47	31	103
Glis1	3	1	4	1	1	6
Dmrtb1	0	0	1	0	0	0
Gm12906	0	0	1	1	0	1
Lrp8os3	2	3	8	5	3	3
Lrp8	56	163	118	100	71	227
Lrp8os2	0	0	1	2	1	2
Lrp8os1	0	0	0	0	0	0
Magoh	112	247	219	154	131	217
0610037L13Rik	113	287	259	145	110	227
Cpt2	58	176	169	86	49	204
Podn	0	6	0	1	1	3
Scp2	367	740	640	422	354	554
Echdc2	142	386	211	153	117	448
Zyg11a	1	0	0	0	0	0
Zyg11b	64	126	141	77	47	170
Coa7	43	117	134	58	44	105
Fam159a	0	2	1	1	0	1
Gpx7	81	222	192	85	82	158
Gm12738	0	0	1	0	0	4
Zcchc11	95	258	218	144	97	211
Gm24967	0	1	1	0	0	0
Gm12739	0	1	0	0	0	1
Gm12737	1	0	1	2	1	1
Gm22345	5	5	7	7	2	1
Prpf38a	51	137	117	67	51	113
Orc1	7	16	18	5	4	12
Gm12743	10	16	11	8	8	10
Cc2d1b	37	87	88	37	25	97
Gm20731	1	2	0	2	0	0
Gm17354	12	23	18	6	5	25
Zfyve9	30	71	83	46	38	66
3110021N24Rik	2	3	2	0	0	0
Gm12741	1	2	1	1	1	0
Btf3l4	132	320	276	144	136	227
Txndc12	62	219	141	81	66	119
A730015C16Rik	1	1	3	2	0	2
Kti12	23	109	72	37	33	86
Rab3b	2	12	9	4	1	9
Gm12736	0	1	0	0	0	0
Nrd1	148	326	309	173	128	377
Osbpl9	120	288	245	159	134	351
Gm23743	0	0	0	2	0	0
Calr4	3	7	5	2	4	1
Eps15	93	178	146	116	79	295
Gm12749	1	2	5	1	1	1
Ttc39aos1	0	0	1	0	0	1
Ttc39a	2	4	4	3	2	7
Rnf11	122	293	255	131	90	435
Gm12811	1	0	0	0	0	2
