	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1HV1	OvaryPNAF1HV2	OvaryPNAF1HV3
Gm5389	0	0	0	0	1	2
Gm16436	1	2	1	1	2	1
Gm14650	3	9	4	6	8	7
4930550L24Rik	0	0	5	0	0	0
Fgf13	1	4	12	2	1	2
Mir504	0	0	0	1	0	0
Gm5637	5	23	13	7	12	10
Mcf2	1	1	2	1	0	1
Atp11c	32	63	44	40	42	33
Gm22287	0	1	0	1	0	0
Gm715	0	0	1	1	0	0
Hspa9-ps1	1	4	3	3	1	0
Gm8163	8	22	12	14	12	10
Sox3	0	0	0	0	0	2
Gm14664	1	1	2	2	0	0
C230004F18Rik	0	1	1	0	0	1
Gm14666	1	1	0	1	0	0
Ldoc1	0	0	0	1	1	2
Gm7327	3	12	13	16	14	10
Gm6743	6	14	8	8	6	8
Gm25412	0	1	0	0	0	0
Sms-ps	1	3	3	1	6	3
Gm8260	0	0	0	1	0	0
Slitrk4	0	0	2	0	0	1
Gm24598	0	3	1	4	5	2
Gm14671	0	2	1	0	0	0
Slitrk2	0	0	2	0	0	0
Gm14681	5	9	4	8	2	7
Gm6783	0	0	0	0	0	0
Rpl7a-ps13	0	1	0	0	1	0
Gm5638	1	2	0	1	2	1
Fmr1os	0	1	0	0	0	0
Fmr1	53	121	148	108	87	93
Gm22435	1	0	0	0	0	0
Fmr1nb	1	3	1	1	1	0
Gm14698	16	28	17	31	23	26
Gm14705	0	0	1	0	1	1
Aff2	2	11	19	14	10	14
Gm8172	102	314	193	316	253	229
Ids	48	112	61	63	79	59
1110012L19Rik	43	151	109	157	160	142
Gm6823	0	0	0	0	0	1
Tmem185a	51	114	100	94	85	83
Gm8401	2	0	0	0	0	0
Gm14732	0	0	0	0	0	0
Rplp1-ps1	1	0	2	0	0	0
Mamld1	34	55	52	44	35	36
n-R5s8	0	1	3	2	1	1
Gm14730	5	13	7	9	5	6
Mtm1	20	54	33	34	28	25
Mtmr1	33	95	67	54	42	57
Cd99l2	104	171	135	168	171	129
Gm16189	0	1	0	0	0	0
Gm8421	0	0	0	0	0	0
Hmgb3	89	255	241	222	202	162
Gpr50	0	0	2	1	0	0
Gm14723	0	0	0	0	0	0
Rpl30-ps10	111	94	136	45	48	47
Vma21	91	220	139	211	194	189
Gm1141	0	4	1	2	1	2
Prrg3	17	31	19	22	19	17
Fate1	0	0	0	1	1	0
Gabre	3	2	3	6	1	2
Mir224	0	0	0	1	0	0
Magea10	0	0	0	1	1	1
Gabra3	14	43	27	34	41	24
Gm14735	1	1	0	0	0	2
Gm23461	3	3	1	0	3	1
Gabrq	0	0	0	1	0	1
Cetn2	118	249	298	272	264	193
Nsdhl	148	324	254	338	292	203
Zfp185	2	11	12	5	5	7
Pnma5	0	0	0	0	0	0
Xlr4a	1	15	11	5	9	7
Xlr3a	2	5	10	3	12	7
Xlr5a	0	0	1	0	2	2
Xlr5b	0	3	2	3	0	0
Xlr3b	9	22	44	22	34	7
Xlr4b	3	15	9	12	6	6
F8a	14	42	31	44	38	30
Xlr4c	2	7	4	4	1	2
Xlr3c	2	2	1	1	0	0
Xlr5c	1	2	5	3	1	3
Zfp275	18	54	72	41	31	25
Gm18336	0	0	0	1	0	1
Zfp92	1	0	1	2	0	1
Haus7	85	213	199	255	261	158
Bgn	258	849	452	783	747	634
Atp2b3	6	11	4	7	9	3
Dusp9	2	9	0	12	14	8
Pnck	5	24	18	25	16	14
Slc6a8	44	96	58	76	79	68
Bcap31	252	650	577	696	646	585
Abcd1	17	54	63	61	64	44
Plxnb3	0	1	2	2	3	1
Srpk3	0	2	2	2	3	1
Idh3g	215	552	489	529	499	407
Ssr4	526	1028	798	952	809	800
Pdzd4	4	18	9	17	21	11
Gm14817	0	0	0	0	0	0
L1cam	0	0	0	0	0	3
Arhgap4	5	15	9	17	22	8
0a10	39	83	66	77	74	59
Renbp	59	154	137	171	152	138
Hcfc1	102	274	166	176	158	134
Gm8545	0	2	1	0	0	0
Irak1	173	304	212	231	231	202
Mecp2	60	160	117	102	110	104
Gm6758	1	1	2	3	3	1
Rpl3-ps2	136	397	498	336	248	231
Fl0	503	1140	848	960	905	706
Emd	67	198	152	175	156	137
Rpl10	622	1579	981	1239	1027	1025
D0se1l1	25	38	40	47	43	39
Taz	60	167	154	178	124	144
Atp6ap1	252	652	598	701	595	485
Gdi1	138	368	369	402	396	286
Fam50a	50	152	113	115	95	78
Plx03	11	30	18	22	15	16
Lage3	84	266	156	268	238	228
Ubl4a	87	285	204	281	251	232
Slc10a3	28	36	21	27	24	33
Fam3a	25	97	65	68	75	61
Ikbkg	47	103	82	88	89	61
G6pdx	85	241	230	278	246	204
Gm6881	0	2	0	0	0	1
Gm15361	0	1	3	1	1	2
Gm15365	0	0	0	0	0	1
Xlr4d-ps	0	0	0	0	0	0
Gab3	5	9	7	9	8	15
Dkc1	103	291	171	172	128	122
Gm25520	0	0	0	3	2	3
Mpp1	42	143	120	145	144	117
Fam220-ps	0	1	1	0	0	0
Gm8503	4	12	2	5	8	10
F8	5	15	15	11	5	7
Gm6039	2	1	4	2	2	2
Gm8522	1	1	1	1	1	0
Fundc2	117	306	285	277	263	286
Cmc4	13	29	29	22	36	26
Mtcp1	4	11	16	11	11	9
Brcc3	101	191	165	198	178	163
Gm15379	2	2	4	3	6	1
Gm15385	0	1	0	0	0	0
Gm8666	0	0	2	0	0	2
Vbp1	125	204	228	144	148	114
Rab39b	2	4	6	1	1	1
Gm15063	0	0	0	0	0	2
Gm15065	0	1	2	3	1	0
4933407K13Rik	15	26	17	35	20	16
Gm7153	0	0	0	1	0	0
Pls3	115	236	183	213	149	137
Oat-rs1	0	0	0	1	0	0
Gm8692	3	2	2	1	2	1
Gm14717	0	0	1	0	0	0
Gm14706	1	0	3	0	0	0
Gm5398	1	1	2	0	1	0
Gm5937	7	18	7	10	8	5
Tbl1x	170	314	244	189	206	156
Gm23121	0	0	0	0	1	0
Gm8722	1	1	2	1	0	0
Prkx	29	54	46	44	45	29
Prrg1	25	51	43	47	47	28
Gm22843	0	0	0	0	1	0
Gm8757	1	2	0	0	2	0
Gm14747	0	4	2	2	2	2
Gm5939	0	1	0	0	0	0
Rps24-ps3	83	109	78	72	73	67
Gm7173	0	2	4	5	1	0
Mageb16	0	0	1	2	0	0
Gm4773	0	3	1	0	0	1
Gm14760	25	98	51	81	78	59
Gm5940	15	52	37	54	34	28
Gm8806	3	2	11	3	8	2
Gm6954	0	0	1	2	0	1
Gm14733	0	0	0	0	0	0
Gm26775	1	1	0	2	2	0
Tmem47	50	87	76	62	56	58
Gm8822	7	18	10	11	15	18
Rpl10-ps4	0	0	0	0	0	0
Dmd	84	144	143	96	90	85
Gm22580	1	1	2	0	1	1
Gm14769	0	4	0	0	0	0
Gm16463	0	1	1	0	0	0
Tab3	22	34	34	27	17	29
Gk	26	30	28	30	58	24
Gm14764	0	1	0	0	1	0
Gm14766	0	1	0	1	2	0
Gm6964	0	0	0	0	0	0
Gm14762	0	4	1	0	1	0
5430427O19Rik	1	4	1	5	16	3
Nr0b1	3	11	21	4	22	5
Mageb4	0	0	0	0	0	0
Gm8844	1	2	0	0	0	1
Mageb7-ps	0	2	0	2	1	0
Il1rapl1	1	0	0	3	0	0
Gm14775	0	5	2	0	5	1
Gm14776	2	1	0	0	1	0
Gm8858	2	1	0	1	1	1
Gm14794	1	1	2	3	1	0
Gm27000	7	26	43	38	23	14
Gm8880	3	11	17	7	8	2
Gm16412	9	5	4	3	4	1
Gm7108	0	1	3	0	0	0
Gm6027	0	0	1	0	0	0
Gm6977	4	3	7	3	2	4
Gm16465	1	0	0	0	1	0
Gm4912	0	0	0	0	0	0
Mageb18	0	1	2	0	0	2
Gm5941	0	0	0	0	0	0
1700003E24Rik	0	0	0	0	0	0
Gm24123	1	0	0	0	0	0
Arx	50	110	56	49	49	55
Pola1	41	102	92	56	65	46
Gm14780	0	0	1	1	0	0
Gm6985	1	0	0	0	0	0
Pcyt1b	3	4	8	12	10	9
Pdk3	40	107	57	74	68	70
AU015836	5	14	9	7	6	3
Gm6987	0	0	1	0	0	0
Gm14798	0	1	1	0	1	0
Zfx	34	120	91	59	77	54
Eif2s3x	149	306	250	223	215	147
Klhl15	13	37	15	17	23	20
Gm5400	0	0	0	0	0	1
Apoo	94	207	203	218	183	203
Gm14827	1	4	3	2	1	2
Maged1	360	862	643	689	690	578
Gm9005	0	1	4	1	1	0
Gm5401	0	0	1	0	0	0
Gm9009	5	10	9	2	3	4
Gspt2	13	29	23	22	9	13
Zxdb	10	23	14	20	10	12
Gm39526	1	1	1	0	0	2
Gm7061	0	0	2	1	0	0
Gm14830	2	12	4	7	4	4
Rpl13-ps5	0	0	0	0	0	0
Gm26617	5	0	0	0	0	0
Zxda	0	8	3	4	3	4
Spin4	6	16	4	6	6	7
Arhgef9	11	32	26	33	42	19
Gm14807	0	2	0	3	0	1
Gm14806	0	0	0	0	1	0
Amer1	37	108	112	90	51	66
Zc4h2	8	18	19	13	24	11
Zc3h12b	4	17	10	4	7	3
1700010D01Rik	0	0	0	1	0	0
Las1l	56	149	141	146	142	93
Msn	175	414	259	388	379	274
Gm14925	2	4	1	6	3	2
F630028O10Rik	5	15	9	9	21	7
Vsig4	0	0	0	0	0	1
Hsf3	1	1	5	1	1	0
Gm14933	0	0	0	0	0	0
Heph	58	144	305	106	77	72
Rpl17-ps8	705	1045	1079	600	484	558
Gm14935	0	0	0	0	0	0
Gpr165	0	2	2	1	1	0
Eda2r	4	17	12	11	7	9
Ar	206	398	343	263	203	210
Ophn1	28	56	42	60	41	49
Yipf6	55	116	107	118	89	89
Gm14813	0	0	2	0	0	0
Stard8	44	82	78	56	68	47
Efnb1	80	165	92	134	166	110
Gm14812	1	0	0	0	1	1
Gm14809	0	1	0	1	0	0
Gm14808	1	4	4	4	3	2
Pja1	124	354	271	346	338	285
Gm14816	0	2	2	3	3	0
Tmem28	1	0	0	1	0	0
Eda	3	19	5	9	9	5
Gm14829	0	0	0	0	0	1
Awat2	0	3	1	1	1	1
Igbp1	121	289	226	222	212	163
Gm6175	0	1	0	0	0	1
Pdzd11	116	289	208	256	245	221
Kif4	15	43	42	32	26	25
Gdpd2	15	73	57	46	31	39
Gm14866	0	0	0	1	0	0
Gm14902	0	0	0	0	2	0
Dlg3	22	80	102	62	61	35
Tex11	0	0	0	1	0	0
Gm9078	1	0	1	0	1	0
Slc7a3	1	3	5	4	2	4
Snx12	58	133	101	109	91	75
Gm14842	0	0	0	0	0	0
Foxo4	23	84	74	60	65	73
Il2rg	19	81	43	80	86	61
Med12	18	47	39	59	55	44
Gm21986	0	0	1	2	0	1
Nlgn3	3	1	0	5	0	2
Gjb1	1	1	0	0	0	0
Zmym3	66	214	137	153	129	111
Nono	266	683	517	550	541	418
Itgb1bp2	1	6	2	4	0	1
Gm14843	7	23	18	42	22	28
Gm6184	0	0	0	0	1	1
Taf1	87	155	123	106	74	66
Ogt	224	476	399	383	336	275
Gm14845	0	2	2	3	1	0
Gm9089	0	0	1	0	0	0
Cxcr3	2	6	4	5	3	0
Tpt1-ps6	29	74	37	55	43	41
Gm9095	0	1	1	1	0	1
Gm4779	0	3	2	3	5	1
8030474K03Rik	0	1	0	0	0	0
Gm9097	0	1	1	0	0	1
H3f3a-ps1	3	7	3	3	5	4
Nhsl2	34	75	42	35	50	54
Rtl5	4	9	4	2	9	6
Pin4	146	356	317	340	298	302
Gm16471	2	0	0	0	0	0
Ercc6l	0	11	4	17	10	11
Gm9103	2	2	2	5	4	1
Rps4x	1992	2944	2641	2038	1939	1925
Gm14859	15	87	64	73	89	89
Cited1	60	125	276	282	109	191
Gm14858	0	0	1	1	0	0
Hdac8	22	48	45	54	62	39
Phka1	25	52	42	59	40	37
Gm14840	0	4	1	3	1	0
Gm9115	0	3	1	0	0	0
Dmrtc1a	0	1	1	1	1	0
1700018G05Rik	0	0	0	1	1	1
Pabpc1l2b-ps	0	1	0	0	2	0
Gm9143	2	5	3	4	2	3
Gm6206	5	15	8	7	5	5
4930519F16Rik	0	0	0	0	2	0
0p1l2	23	17	39	94	68	18
Chic1	22	43	45	32	30	29
Gm26952	0	0	0	0	0	0
Tsx	0	1	0	0	1	2
Tsix	25	2	1	1	1	0
Xist	715	946	1081	801	746	578
Gm27520	0	0	0	0	0	0
Gm14861	1	0	2	0	0	0
Rps12-ps1	18	39	44	24	29	25
Jpx	6	12	9	13	10	3
Gm9670	3	6	2	2	4	4
Gm9157	0	0	1	2	0	0
Ftx	16	29	22	16	18	13
Mir421	0	2	3	0	0	1
Gm38020	14	15	11	17	18	5
Gm9159	0	2	1	1	2	1
Gm27321	0	2	1	0	0	0
Gm14874	0	2	3	1	0	0
Slc16a2	172	448	250	311	391	274
Gm6222	8	14	19	10	6	8
Gm37956	0	0	1	0	1	2
Gm9164	1	0	0	0	0	0
Rlim	101	192	119	147	168	105
Gm14892	2	2	0	3	3	1
Nexmif	56	85	102	51	31	37
Mir672	0	0	0	1	0	0
Abcb7	41	90	77	83	71	63
Vcp-rs	42	95	80	99	79	71
Gm6238	1	0	0	0	0	0
Uprt	6	12	8	12	8	11
Zdhhc15	6	20	18	12	17	7
Gm14822	0	1	0	2	1	0
Magee2	1	2	1	2	0	3
Gm6285	10	19	19	9	11	7
Gm9673	0	0	0	0	0	1
5530601H04Rik	35	79	76	74	67	51
Pbdc1	76	156	91	106	88	99
Magee1	27	70	46	71	88	60
Gm6292	0	0	0	1	0	0
Rpl30-ps9	3	10	12	12	8	6
Rab9b-ps1	1	7	3	0	1	0
Gm7117	0	3	1	0	1	1
Fgf16	1	1	0	0	0	0
Atrx	310	575	494	383	391	328
Gm14853	2	5	4	3	6	1
Magt1	130	303	228	236	172	168
Cox7b	542	1112	1032	826	873	881
Atp7a	41	100	71	67	73	48
Tlr13	6	10	10	16	11	6
Gm14856	0	0	1	2	0	1
Pgk1	287	991	543	869	765	642
Taf9b	20	63	43	58	39	33
Fnd3c2	0	0	0	0	0	0
Gm14857	0	3	2	4	0	0
Cysltr1	2	6	2	3	5	1
Gm9200	0	0	0	2	1	1
Rtl3	1	0	0	0	0	1
Lpar4	9	30	36	17	25	20
P2ry10	0	2	0	0	1	0
P2ry10b	2	6	2	3	1	3
Gpr174	0	1	1	3	1	1
Gm5392	1	0	0	1	1	2
Itm2a	191	392	260	309	316	331
2610002M06Rik	39	85	61	67	60	54
Gm14849	0	0	1	0	0	0
Gm379	0	0	2	1	0	0
Brwd3	27	52	32	39	38	32
2810403D21Rik	30	49	33	42	35	26
Gm14870	2	0	1	0	0	0
Hmgn5	70	135	74	86	72	62
Sh3bgrl	151	371	338	310	322	232
Gm14869	0	7	2	6	4	3
Gm6377	2	3	1	3	12	1
Gm4784	0	0	1	0	1	0
Gm4991	2	7	2	4	7	3
Pou3f4	0	0	0	1	0	0
Rps6ka6	2	11	12	6	7	3
Hdx	3	14	4	1	10	2
Gm7340	0	1	0	0	0	0
Tex16	0	1	0	0	0	0
Gm6335	21	40	59	19	13	16
Gm5393	0	1	0	0	1	0
Apool	72	168	132	158	152	157
Satl1	0	0	0	1	1	0
Gm6418	0	0	0	0	0	0
Zfp711	11	13	41	13	10	13
Pof1b	0	0	0	0	0	0
Gm14922	0	0	0	0	0	0
Gm6429	0	0	0	0	0	0
Chm	44	99	50	68	63	53
Dach2	2	0	0	4	0	3
Gm4915	0	1	0	0	0	0
Gm7416	0	0	1	0	2	1
Klhl4	8	13	19	16	16	16
Gm1866	3	7	6	9	7	8
Gm7429	118	100	204	40	41	44
Gm5943	5	4	7	1	1	0
Gm16373	1	0	1	2	2	0
Gm5863	0	2	1	0	2	1
Gm14928	0	2	0	0	0	0
Pcdh11x	0	0	2	3	0	2
Gm14927	1	1	1	0	1	0
Gm4993	0	1	1	1	0	0
Gm5648	0	1	0	1	1	1
Gm4992	0	0	0	0	0	0
Gm16421	0	0	2	0	0	1
0p1l3	1	6	8	4	4	1
Cldn34c1	12	31	17	38	28	29
Rps12-ps22	1	1	0	1	2	0
Cldn34c2	1	0	1	2	2	0
Rps12-ps17	4	17	10	11	14	4
Rps12-ps13	1	2	0	2	1	3
Gm14970	2	1	5	3	2	3
Gm5403	0	4	1	0	0	1
Mdm4-ps	2	10	13	7	3	5
Diaph2	56	122	80	66	57	60
Gm14984	0	0	0	0	0	0
Gm7781	1	9	5	15	5	9
Gm7820	2	2	0	4	1	5
Pcdh19	7	16	8	7	9	6
Tspan6	90	230	167	198	190	181
4930570D08Rik	0	0	0	0	0	0
Srpx2	39	85	70	86	52	74
Sytl4	27	79	97	69	44	33
Cstf2	48	115	101	99	86	75
Nox1	0	0	0	0	1	0
Xkrx	0	0	2	3	2	0
Trmt2b	47	82	102	81	62	64
Tmem35a	82	183	93	124	137	122
Cenpi	10	17	13	18	18	10
Drp2	4	4	3	2	3	3
Timm8a1	35	106	91	89	75	72
Btk	2	7	7	4	8	6
Rpl36a	1523	2357	2444	1590	1511	1588
Gla	27	81	58	61	57	48
Hnrnph2	135	286	263	248	230	183
Gm7857	6	7	6	5	4	4
Armcx4	38	55	46	56	48	46
Armcx1	70	151	148	100	115	106
Gm16397	4	20	13	12	18	14
Gm10344	0	7	3	2	1	2
Armcx6	35	75	75	70	57	58
Armcx3	86	186	172	192	166	142
Armcx2	115	321	204	242	214	201
Gm7222	1	2	1	1	0	1
Nxf2	1	1	0	0	0	1
Zmat1	17	52	45	36	25	20
3632454L22Rik	0	0	1	1	0	0
Tceal6	2	4	10	2	4	5
Tcp11x2	0	0	0	0	0	0
Tmsb15a	0	0	0	0	0	0
Gm15019	1	1	0	0	0	0
Gprasp1	55	153	166	122	81	90
Armcx5	29	48	81	30	24	23
Bhlhb9	47	87	76	71	65	53
Gprasp2	13	40	60	34	27	22
Arxes2	47	161	131	78	74	67
Arxes1	14	36	39	30	13	25
Bex2	18	50	43	43	27	32
Nxf3	1	6	5	3	4	3
Bex4	135	282	550	314	213	212
Tceal8	191	438	394	443	416	328
Tceal5	2	10	13	13	15	12
Bex1	50	158	177	180	81	78
Tceal7	0	2	0	0	0	0
Tceal9	1708	3763	4589	3986	3249	3065
Bex3	265	766	583	807	716	655
Nsa2-ps2	4	1	1	2	1	1
Gm7973	2	1	0	0	0	1
Tceal3	2	29	21	15	14	18
Tceal1	38	76	122	60	56	57
Morf4l2	312	711	559	620	570	486
BC065397	10	15	23	23	23	15
Plp1	6	16	65	22	20	17
Rab9b	0	0	0	0	0	0
Gm6275	0	0	0	0	1	0
Tmsb15l	0	0	1	0	2	0
Tmsb15b2	2	0	13	5	3	1
Tmsb15b1	0	0	4	2	7	2
Slc25a53	8	21	14	20	14	12
Zcchc18	1	4	3	1	3	4
Fam199x	28	72	55	37	48	39
Gm8019	8	20	26	8	8	6
Gm5761	0	0	0	0	0	0
Gm14989	1	1	2	3	3	1
Nrk	6	20	16	6	11	10
Mum1l1	12	29	29	14	11	19
Platr21	0	0	0	0	0	0
Gm15002	0	0	0	0	0	0
Trap1a	0	0	0	1	0	0
Gm8061	0	0	0	0	0	0
D330045A20Rik	0	0	1	0	3	0
Rnf128	100	268	97	175	206	149
Gm6322	0	0	0	1	1	0
Tbc1d8b	28	70	37	54	66	51
Gm15013	29	44	22	15	15	18
Cldn2	3	0	0	6	2	4
Morc4	6	22	23	32	12	16
Rbm41	3	9	12	8	7	3
Nup62cl	1	13	18	9	7	10
Gm15046	0	0	1	0	0	0
Prps1	35	116	81	102	82	86
Tsc22d3	78	170	194	197	159	126
Gm22025	6	3	2	0	1	0
Mid2	23	56	39	32	32	26
Gm6088	0	0	0	0	0	1
Gm7091	1	4	3	2	4	3
Psmd10	64	206	172	284	276	189
Atg4a	27	59	34	56	50	46
Col4a6	7	13	13	9	10	13
Gm15079	0	0	1	0	0	1
Col4a5	41	110	86	83	77	69
Gm15268	1	3	0	0	0	1
Gm15294	0	0	0	0	0	1
Gm15298	0	0	0	1	1	1
Gm6368	38	42	25	26	25	10
Gm6373	0	1	0	0	0	1
Gm6382	9	42	56	19	32	25
Nxt2	18	54	42	35	42	32
Gm5643	3	14	9	5	4	1
Kcne1l	2	6	3	6	3	5
Acsl4	384	646	481	637	563	462
Gm7123	3	6	5	4	2	2
Gm4995	6	12	19	7	16	8
Gm15032	1	1	1	1	0	0
Gm5763	2	2	3	7	4	2
Tmem164	71	231	182	203	178	143
Mir652	0	0	1	0	0	1
Ammecr1	39	98	81	61	65	62
Gm4760	0	1	0	1	0	0
Chrdl1	3	8	13	5	3	5
Pak3	51	128	224	95	92	54
Capn6	0	1	1	0	2	0
Dcx	0	0	0	2	1	0
A730046J19Rik	0	3	2	1	2	2
Gm8199	0	0	0	2	0	0
Gm8202	0	0	0	0	0	1
Gm15067	4	8	19	6	4	9
Gm15066	0	0	0	0	0	1
Alg13	30	54	39	46	59	35
Gm2214	4	2	6	5	1	0
Trpc5	0	4	0	0	2	0
Rtl4	2	4	14	4	5	1
Gm26024	0	0	5	0	0	0
Gm8216	2	1	3	2	0	1
Lhfpl1	0	0	1	0	2	2
Amot	10	45	40	31	35	35
Gm5644	53	150	201	139	128	123
Gm15057	0	1	2	3	0	0
Gm4918	0	1	0	1	1	1
Hmgb1-ps2	16	41	32	31	34	26
Il13ra2	6	25	18	18	16	6
Lrch2	26	51	41	31	33	28
Gm25107	1	0	1	0	1	0
Gm8331	0	0	0	0	0	0
Gm5946	3	4	2	7	4	5
Gm15104	1	0	0	0	0	0
Tmem29	57	114	143	118	147	112
3110067C02Rik	2	1	3	1	0	0
Apex2	10	41	24	29	20	32
Alas2	1	71	9	5	6	1
Pfkfb1	3	16	2	2	0	4
Tro	13	37	19	22	15	23
Gm15131	0	0	0	1	1	1
Maged2	513	1121	986	1137	919	859
Gm24907	0	0	0	0	0	0
Gnl3l	54	104	87	93	74	66
Gm15152	0	0	0	2	2	1
Fgd1	19	78	56	66	60	39
Tsr2	43	113	122	94	97	82
Rps12-ps7	1	0	0	0	1	0
Gm15138	1	1	3	0	0	0
Wnk3	4	9	6	9	6	3
Rpl21-ps15	585	886	1126	599	564	594
A230072E10Rik	4	4	4	1	3	2
Fam120c	9	21	12	14	21	14
Gm6451	4	2	8	5	2	7
Gm15148	1	3	2	1	6	2
Phf8	29	57	49	41	35	32
Gm5395	0	1	0	0	0	0
Gm15151	0	0	1	0	0	2
Gm4919	0	0	0	0	0	0
Huwe1	206	511	393	394	347	274
Mirlet7f-2	0	0	0	0	1	1
Mir98	4	0	0	0	0	0
Gm15191	4	18	14	9	15	6
Hsd17b10	254	699	674	796	689	587
Ribc1	5	8	4	7	6	3
Smc1a	133	331	244	244	207	184
Gm15267	0	3	1	1	0	1
Iqsec2	18	47	50	48	43	28
Kdm5c	60	214	141	179	184	121
Kantr	21	57	36	37	28	28
Tspyl2	34	140	84	122	101	71
Gpr173	6	15	12	12	17	11
3010001F23Rik	3	12	8	12	8	5
Gm4750	91	99	103	77	84	69
Gm8464	0	3	1	0	1	0
Shroom2	19	51	43	44	18	26
Gpr143	0	0	0	0	3	0
Rpl7a-ps12	0	1	0	0	0	0
Gm6472	26	72	54	51	62	51
Gm26035	4	0	2	1	3	0
Usp51	3	1	4	1	0	2
Mageh1	22	82	72	45	58	44
9530051G07Rik	0	2	0	0	1	0
Rragb	3	4	7	4	4	3
Klf8	5	11	9	7	6	6
Ubqln2	46	144	88	92	100	97
Gm8534	1	2	4	3	1	3
Kctd12b	28	45	44	42	30	24
Gm45022	2	2	1	3	2	1
Nbdy	98	202	182	231	239	209
Spin2c	29	67	152	74	49	36
Gm8577	2	0	0	2	2	1
Gm6645	1	0	1	0	0	0
Cldn34b2	0	0	1	1	0	1
Gm4997	10	20	13	5	10	4
Amd-ps1	0	0	1	0	1	0
Sat1	156	324	293	291	293	281
Acot9	57	146	102	151	119	128
Gm650	0	0	1	0	0	0
Prdx4	190	336	399	346	259	278
Gm8606	3	4	4	3	6	2
Ptchd1	0	0	0	0	1	0
Gm7312	1	2	8	1	2	2
Gm15163	3	2	3	8	9	3
Phex	2	1	25	3	4	0
Gm1947	1	3	1	1	0	0
Sms	28	93	61	58	76	63
Mbtps2	41	99	83	74	67	57
Gm6568	0	1	0	3	1	0
Gm8648	2	7	4	0	2	4
Smpx	21	55	57	77	62	50
Cnksr2	0	2	0	0	1	0
Gm8659	6	10	11	8	7	5
Gm8662	10	17	15	9	6	5
Gm5764	1	0	1	1	3	1
Rps6ka3	121	241	148	157	156	135
Eif1ax	167	405	297	324	300	263
Map7d2	3	6	4	2	4	2
Bclaf3	16	28	28	26	37	23
Gm15190	4	6	6	6	3	6
Gm15186	2	16	6	3	9	4
Sh3kbp1	43	87	62	58	67	44
Map3k15	2	4	1	3	3	0
Gm8682	0	0	2	0	0	1
Pdha1	131	292	242	250	235	197
Adgrg2	6	27	10	9	9	4
Phka2	27	72	56	83	75	54
Gm15243	0	0	0	0	0	0
Rs1	0	0	0	0	0	0
Cdkl5	11	30	20	24	18	14
Gja6	0	1	1	0	0	1
Scml2	4	9	6	7	7	5
Rai2	6	19	25	7	10	12
Nhs	26	33	24	20	29	17
Gm26317	0	1	0	2	3	0
Gm15204	3	2	0	2	0	0
Reps2	12	37	28	28	25	23
Gm7331	47	90	48	56	76	55
Gm8737	0	0	1	1	0	0
Gm15201	1	5	12	3	1	5
Rbbp7	394	1089	1068	1043	881	794
Txlng	38	56	49	50	36	33
Syap1	78	174	165	147	128	109
Gm15209	0	0	0	0	0	0
Ctps2	72	178	138	181	167	146
S100g	4	6	0	6	30	17
Gm15212	0	0	1	0	0	0
Gm7199	0	2	1	1	2	2
Rnf138rt1	1	0	0	1	0	1
Ap1s2	33	81	35	71	50	64
Zrsr2	60	139	130	107	92	59
Car5b	12	17	6	8	14	15
Siah1b	7	24	21	19	13	12
Tmem27	1	3	1	0	4	2
Ace2	15	55	32	33	37	38
Bmx	4	2	4	3	3	2
Pir	13	39	29	26	21	27
Vegfd	16	49	31	31	35	37
Piga	18	51	50	42	41	35
Asb11	3	3	6	5	5	4
Gm15216	4	5	3	8	3	5
Mospd2	28	74	62	57	43	33
Fancb	0	10	9	3	7	2
Gm15236	0	0	0	3	0	0
Gemin8	11	29	36	24	21	23
Gpm6b	67	158	144	128	121	105
Ofd1	11	25	18	18	22	18
Trappc2	34	77	99	91	94	66
Rab9	85	166	144	116	128	132
Gm15223	0	0	0	0	0	0
Tceanc	9	17	16	13	17	23
Egfl6	12	18	25	17	14	13
Gm15226	0	0	0	1	0	0
Rpl7a-ps11	375	958	761	689	623	675
Gm8814	0	0	0	0	0	0
Gm8817	0	0	0	0	1	1
Gm15232	1	0	1	3	0	1
Tmsb4x	1595	2976	2006	2110	2529	2339
Tlr8	0	1	0	1	4	1
Tlr7	2	7	6	9	6	6
Prps2	40	112	61	63	65	59
Frmpd4	0	0	0	0	1	0
Gm8832	1	2	0	0	0	1
Msl3	52	107	95	87	84	93
Arhgap6	30	63	61	59	54	42
Gm15261	14	9	16	16	10	13
Amelx	1	1	0	2	1	0
Hccs	45	66	61	67	72	58
Gm15246	1	1	1	3	3	1
BC022960	4	5	3	4	2	6
Mid1	33	74	35	16	32	11
G530011O06Rik	9	12	6	2	1	5
Gm15726	2	4	5	2	0	1
Gm15247	2	14	3	5	7	4
Gm21887	31	197	50	47	76	59
Rps24-ps2	33	40	37	30	29	20
Gm2077	0	0	1	0	0	0
Gm8775	6	8	14	14	7	8
Gm6140	0	0	2	0	0	0
Gm17308	1	0	1	0	0	2
2700069I18Rik	1	1	2	2	0	1
Gm10748	0	0	0	1	0	0
Zfhx4	26	40	38	41	30	27
Pex2	86	211	194	246	230	179
Gm8797	27	88	29	84	114	70
Gm37350	7	22	7	19	22	15
Gm25144	1	0	0	0	0	0
Gm6162	0	0	0	0	0	0
