	OvaryPrepubertalDHT1	OvaryPrepubertalDHT2	OvaryPrepubertalDHT3	OvaryPrepubertalDHT4	OvaryPrepubertalCNT2	OvaryPrepubertalCNT3	OvaryPrepubertalCNT4
Ccdc155	5	2	1	6	4	0	1
Dkkl1	1	3	0	9	1	1	1
Tead2	89	52	77	105	52	38	46
Cd37	18	21	14	29	6	4	3
Slc6a16	0	0	0	0	0	0	0
Slc6a21	0	0	0	0	0	0	0
Trpm4	55	19	50	35	41	41	21
Rpl14-ps1	1083	548	930	1110	811	750	564
Hrc	5	2	12	6	5	3	3
Ppfia3	6	3	5	4	3	4	3
Mtag2	1	0	2	0	0	0	0
Lin7b	42	14	68	28	34	44	20
Snrnp70	449	215	371	464	380	355	236
Gm22478	0	0	2	1	1	0	0
Kc07	0	0	0	1	0	0	0
Ntf5	4	5	2	8	7	9	1
Lhb	0	1	0	3	0	0	0
Ruvbl2	222	97	215	202	161	150	109
Gys1	132	27	112	77	72	80	52
Ftl1	5750	2499	4946	4109	4376	4275	2706
Gm10252	12	6	12	7	11	13	5
Bax	171	69	129	90	101	90	49
Dhdh	68	40	52	75	74	64	35
Tulp2	43	99	33	192	23	22	9
Nucb1	414	126	372	283	280	289	181
Gm45478	0	0	0	1	0	0	0
Ppp1r15a	64	30	50	96	34	31	18
Plekha4	34	19	26	54	32	29	12
Hsd17b14	0	2	0	2	0	1	0
0610005C13Rik	2	3	0	2	5	4	1
Bcat2	206	156	194	266	151	159	90
Fut1	0	1	0	0	0	0	0
Izumo1	0	0	0	0	2	0	0
Rasip1	69	17	54	35	37	59	28
A030001D20Rik	10	3	4	8	6	14	6
Mamstr	9	1	4	2	3	3	3
Fut2	12	1	3	6	1	2	0
Sec1	1	0	1	0	1	2	0
Ntn5	0	1	1	0	0	1	0
Car11	9	6	8	10	1	3	1
Dbp	46	39	24	110	23	35	37
Sphk2	66	39	75	70	62	55	23
Rpl18	2426	1548	2150	2711	2428	2423	1610
Fam83e	3	0	0	0	0	3	0
Sult2b1	1	2	3	3	0	3	1
Gm31597	3	0	4	4	2	4	2
Lmtk3	3	4	3	3	0	1	1
Cyth2	183	65	133	137	68	72	49
Kcnj14	1	0	1	1	0	0	0
Grwd1	37	18	47	52	40	37	28
Gm45441	0	1	1	0	0	0	0
Grin2d	2	1	3	2	1	1	0
Kdelr1	297	143	256	263	277	254	143
Syngr4	2	0	0	2	0	0	0
Tmem143	41	31	36	48	34	34	28
Emp3	1290	469	1058	794	1104	1006	621
Gm45442	0	0	0	1	1	1	0
Ccdc114	19	8	11	21	10	9	5
Gm9712	5	1	3	3	6	5	3
Abcc6	0	2	0	3	0	0	0
Nomo1	135	47	112	98	85	87	51
Kcnj11	0	0	1	0	0	0	0
Abcc8	0	1	0	1	0	0	0
Ush1c	0	0	0	0	0	0	0
Kcnc1	0	0	0	0	0	0	0
Sergef	25	13	29	23	22	17	11
Gm22969	1	0	0	0	0	0	1
Gm45311	0	0	1	1	0	0	3
Gm15700	0	0	0	1	0	0	0
Tph1	3	0	2	2	1	1	1
Gm45629	2	2	4	4	1	0	1
Saal1	67	19	69	77	76	54	35
Saa3	64	95	96	118	263	346	193
Saa4	0	0	1	0	0	0	0
Saa-ps	0	0	0	0	0	0	1
Saa1	5	1	7	10	7	14	2
Saa2	127	1	137	4	196	220	106
Hps5	28	18	34	48	31	35	16
Gm45309	0	0	2	0	0	0	0
Gtf2h1	64	34	48	82	63	55	33
Gm9392	6	0	5	2	2	3	3
Gm45308	59	25	34	36	39	55	43
Ldha	1071	354	1013	810	714	930	482
Ldhc	0	5	0	2	2	1	0
Tsg101	233	111	223	225	183	193	104
Uevld	47	24	36	42	32	37	19
Gm45737	1	0	1	2	0	1	1
Gm19248	1	0	1	0	0	0	0
C86187	33	26	13	57	21	21	11
Gm31941	2	1	1	1	0	0	0
Gm9999	1	0	0	1	0	0	0
Spty2d1	36	17	29	46	35	32	17
Gm32031	27	12	24	23	25	17	14
Gm45474	1	0	0	0	1	2	0
Tmem86a	1107	345	1004	627	1235	1075	713
LOC102637012	1	0	1	0	0	2	0
Ptpn5	10	0	7	1	7	4	7
Gm14377	0	2	2	1	2	2	0
Gm44969	0	0	2	0	0	0	0
Mrgpra6	0	0	0	0	0	1	0
Gm45085	0	0	1	1	0	1	0
Mrgprb1	0	0	0	1	0	0	0
Mrgprx2	0	0	0	2	0	0	0
Mrgprb2	0	0	0	1	0	0	0
Zdhhc13	29	10	18	27	21	16	7
Gm45041	0	0	1	0	1	0	0
E2f8	7	6	13	13	7	7	3
Gm2788	1	0	0	3	2	0	1
Gm45282	0	2	0	3	1	0	0
0v2	70	56	54	128	56	49	29
9130015G15Rik	0	0	0	2	0	0	1
Gm44913	4	5	1	16	6	7	3
Htatip2	175	77	133	106	169	146	68
Prmt3	53	22	45	55	55	34	29
Gm44822	0	1	1	1	2	1	0
Gm26856	1	0	0	1	0	0	0
Nell1	2	0	1	4	8	4	2
Gm9354	21	21	11	32	49	33	46
Ano5	0	0	1	1	0	2	0
Gm42402	1	0	1	4	1	0	1
Gm7336	47	12	43	15	34	29	21
Gm45235	3	0	2	3	3	2	0
Fancf	2	3	5	5	5	4	4
Gas2	35	11	35	30	52	39	25
Svip	56	37	60	72	76	65	36
Gm6181	5	5	2	9	11	17	15
Gm5776	65	52	65	77	80	51	74
Luzp2	0	1	0	2	1	0	0
Siglech	5	2	1	9	5	3	3
Tubgcp5	94	55	69	165	90	60	29
Cyfip1	287	118	270	281	253	226	148
Gm17907	0	0	0	0	0	0	0
Gm44616	3	2	1	1	8	1	1
Nipa2	78	23	75	77	73	81	31
A230056P14Rik	5	5	10	16	9	7	1
Gm44509	7	6	7	10	6	7	2
Nipa1	23	9	15	12	21	10	5
Gm44508	0	2	0	0	0	0	0
Gm44510	0	0	1	2	1	2	1
Rps12l1	8	4	7	14	17	15	7
Gm34121	2	4	3	6	1	3	0
Herc2	165	63	122	183	105	88	57
Oca2	1	41	2	77	4	1	2
Gabrg3	0	0	0	0	1	1	0
Gm17984	2	4	0	1	4	7	4
Gabra5	2	0	1	0	0	0	0
Gabrb3	7	1	7	1	3	4	1
Gm44708	1	0	0	0	0	0	0
Gm5596	3	0	0	2	2	2	0
Gm34272	0	0	0	0	0	0	0
Atp10a	100	27	75	60	56	63	29
Gm44936	0	1	1	0	0	0	1
Gm44937	2	0	2	3	4	2	1
Gm6226	2	0	0	0	0	0	1
Gm9373	0	0	2	0	1	1	0
Gm44742	0	0	1	0	0	1	0
9330162G02Rik	114	65	93	141	100	104	29
Ube3a	302	143	279	310	337	329	166
Gm44562	0	0	2	0	0	0	0
Gm44559	0	0	2	0	2	1	0
Gm44560	2	2	0	4	1	5	0
Gm44830	1	2	0	0	1	0	0
Snhg14	22	9	19	24	19	14	10
Gm44829	7	1	5	3	3	6	3
A230103L15Rik	0	1	0	2	0	3	0
Gm38393	1	1	0	2	1	0	0
Snrpn	38	13	41	40	25	19	15
Gm7367	5	4	3	8	5	4	1
Gm10297	1	2	1	3	2	1	4
A230006K03Rik	1	0	0	0	0	0	0
B230209E15Rik	0	0	0	0	1	2	0
Ube2nl	2	1	0	0	3	4	2
A230057D06Rik	4	4	3	7	4	3	3
A330076H08Rik	2	3	1	4	5	2	1
Gm9801	3	3	0	3	2	2	1
Ndn	85	45	94	88	102	79	59
Mkrn3	1	1	4	6	7	2	1
Peg12	9	1	2	2	1	2	1
Atp5l-ps1	19	7	16	19	27	32	26
Chr07	0	0	0	0	0	0	0
Gm5898	14	7	7	17	7	4	5
Gm3307	0	1	2	0	2	7	6
Gm7482	2	4	6	3	5	4	2
Klf13	131	33	76	83	72	88	53
Gm27252	6	2	8	6	3	3	2
E030018B13Rik	1	0	0	0	1	0	0
Gm32633	3	0	0	1	0	0	0
Gm45212	0	0	0	2	1	2	0
Mtmr10	22	9	19	28	18	28	17
Gm20457	5	4	6	14	6	2	1
Fan1	9	5	6	15	13	8	6
Mphosph10	53	43	47	74	45	48	22
Mcee	144	74	123	173	136	156	66
Apba2	1	1	2	2	7	5	2
Fam189a1	0	0	0	1	0	0	0
Nsmce3	80	29	43	53	47	41	14
Gm17918	1	0	0	1	1	0	3
Tjp1	137	63	132	174	162	117	56
Gm44794	0	0	0	0	0	0	0
Tarsl2	21	11	13	27	12	13	13
Tm2d3	212	102	176	223	205	166	109
Gm7551	7	2	11	11	23	11	7
1810008I18Rik	0	2	2	0	3	3	0
Gm20684	0	0	0	1	1	0	0
Pcsk6	32	15	24	35	27	30	19
Snrpa1	161	81	150	192	171	141	84
Gm45081	0	0	0	0	0	0	0
Selenos	349	160	320	364	339	299	168
Gm26827	1	1	1	4	5	0	0
Chsy1	64	28	50	77	36	46	18
Gm23042	0	0	1	0	1	0	0
Gm45080	0	3	0	1	3	0	2
Lrrk1	65	41	44	100	60	55	24
Gm44752	21	17	18	38	13	11	8
Aldh1a3	16	9	27	23	10	4	1
Asb7	47	12	36	34	25	24	18
Lins1	19	7	11	24	15	14	5
Gm45098	0	0	0	0	0	0	0
Cers3	1	0	0	0	0	2	0
Adamts17	2	1	3	5	3	2	2
Gm44609	1	2	2	4	1	5	2
Gm17909	30	2	26	5	33	31	21
1700112J16Rik	2	0	2	1	1	0	0
Lysmd4	29	12	18	29	26	19	16
Mef2a	130	77	115	189	144	123	58
Gm44667	18	4	7	14	11	6	4
Gm44668	1	0	2	1	0	0	0
Lrrc28	34	10	22	36	16	15	3
Ttc23	58	36	50	62	47	40	25
Gm44669	0	0	1	0	1	1	0
Synm	74	44	85	103	129	117	56
Gm45102	1	0	0	0	1	1	1
4833412C05Rik	1	0	2	0	3	0	0
Gm34350	2	0	0	0	0	0	0
Igf1r	317	188	309	471	259	214	135
Pgpep1l	0	1	0	5	0	1	0
Gm16157	0	0	0	1	0	0	0
Fam169b	3	2	0	6	0	2	3
Gm16158	0	0	1	0	1	0	0
Arrdc4	32	15	20	28	25	22	13
Gm44691	1	1	3	7	1	0	0
Gm29683	8	15	14	31	17	12	3
Gm44946	0	0	1	1	0	0	0
Nr2f2	242	143	172	293	220	194	92
B130024G19Rik	54	37	43	101	72	50	32
Gm28258	3	4	5	7	5	1	2
Gm7656	1	0	2	2	0	0	0
Gm35842	1	0	0	0	1	2	1
Gm44813	0	0	0	0	1	0	0
Gm44812	0	0	1	2	0	2	2
Gm42397	1	0	0	0	0	0	0
6030442E23Rik	0	0	0	2	0	1	0
Gm29328	0	0	0	0	0	1	0
Mctp2	2	1	0	6	4	0	0
Gm45715	0	0	0	0	0	0	0
Rpl17-ps10	674	538	596	1050	1076	926	371
Kansl2-ps	31	11	30	23	14	6	8
Gm5335	0	0	0	0	0	1	0
Gm30075	1	0	3	0	4	4	2
A730056A06Rik	1	0	3	2	4	2	1
Rgma	16	6	19	24	17	13	4
Gm44758	11	1	5	5	0	1	0
Gm44645	11	4	6	2	3	9	3
Chd2	95	35	75	117	75	52	39
Gm44553	0	0	1	0	1	0	1
Gm44552	2	0	2	1	0	1	0
C130083A15Rik	2	1	5	3	4	1	4
Gm44686	4	1	0	1	3	0	0
1810026B05Rik	68	41	57	101	86	72	30
Gm44734	0	0	0	2	0	0	0
Gm44737	0	0	1	0	0	0	0
A830073O21Rik	0	0	0	0	1	2	0
Fam174b	9	2	8	6	5	4	5
St8sia2	3	3	2	2	1	1	1
Slco3a1	138	77	155	171	124	91	66
Gm7580	0	0	1	0	0	1	0
Sv2b	1	1	0	1	0	0	0
1500012K07Rik	0	0	0	0	0	0	0
Gm10161	1	0	0	0	1	1	0
Akap13	237	81	189	230	215	166	94
Gm44834	5	0	5	5	7	4	2
Gm44695	3	2	1	2	0	3	1
Gm44835	3	1	0	3	2	1	2
Gm44694	12	3	2	7	13	8	12
Gm23251	21	3	12	14	8	2	6
AU020206	550	365	521	677	608	491	283
Gm26729	1	0	0	0	0	1	0
Klhl25	38	12	46	36	29	34	23
Gm5597	0	1	0	1	0	1	0
Ntrk3	3	8	4	10	3	3	2
Gm9885	0	0	0	1	0	0	0
Mrpl46	142	42	104	128	113	124	66
Mrps11	326	169	234	274	228	187	98
Det1	18	13	18	21	15	17	8
1700011D18Rik	0	1	0	0	0	0	0
Gm44730	0	0	0	1	0	0	0
Mir7-2	0	1	0	2	0	0	0
Aen	116	29	80	53	84	90	46
Isg20	70	10	65	24	48	52	37
Gm26633	0	0	1	1	0	0	1
Acan	4	5	8	15	2	4	4
Hapln3	3	0	3	9	6	5	0
Mfge8	520	307	531	630	459	440	268
Abhd2	382	66	275	117	163	156	87
Gm44639	26	1	30	5	23	17	3
Gm39041	6	1	4	4	6	6	2
Fanci	4	16	11	24	4	11	4
Gm16017	0	0	0	0	0	0	1
Polg	75	37	64	82	41	34	35
Gm10616	1	0	1	1	2	5	3
Rhcg	16	0	8	3	1	3	0
Ticrr	8	4	7	14	7	9	5
Kif7	9	3	7	11	7	9	2
9330171B17Rik	1	0	0	1	0	1	0
Plin1	113	39	58	54	37	22	24
Pex11a	112	29	78	59	90	84	50
Wdr93	2	3	4	2	5	1	1
Gm44705	16	3	8	7	5	9	3
Mesp2	4	1	0	2	0	0	0
Anpep	78	57	49	104	35	31	12
Gm44974	0	2	0	0	0	1	1
Ap3s2	74	36	73	96	76	60	20
Gm26646	1	1	0	0	1	1	0
5430400D12Rik	1	1	3	7	3	5	1
Gm44950	8	4	4	9	4	5	2
Arpin	50	23	39	49	47	44	20
Zfp710	28	14	29	37	24	23	17
Gm44951	0	0	1	3	4	1	1
Gm21057	0	0	0	1	1	0	0
Gm44949	3	0	4	6	0	4	0
Idh2	200	147	153	306	164	174	106
Gm45203	4	10	7	16	6	10	5
Sema4b	143	32	93	96	57	46	29
Gm45206	8	2	8	3	0	1	2
Cib1	302	76	276	158	265	246	114
Gdpgp1	24	8	22	15	18	13	6
Ttll13	1	3	2	1	2	3	1
Ngrn	93	49	99	146	127	101	62
Vps33b	43	19	37	43	30	26	21
Rccd1	29	5	18	36	15	14	7
Prc1	83	46	85	127	82	87	48
6330403N20Rik	0	0	0	1	1	1	0
Unc45a	81	23	52	40	57	55	29
Hddc3	27	5	15	26	39	31	16
Gm18310	1	2	3	0	1	1	1
Man2a2	139	34	109	86	123	116	70
Fes	23	10	19	17	18	24	12
Furin	125	31	89	66	118	114	69
Gm44851	0	0	0	1	0	2	0
Blm	19	11	18	37	22	14	10
Ndufab1-ps	11	2	6	9	11	16	18
Crtc3	74	45	54	100	63	66	31
Gm44931	2	1	0	3	1	0	1
Gm15880	0	1	1	1	2	2	0
Iqgap1	232	81	180	230	202	264	117
Gm44649	0	0	1	1	0	1	0
Zscan2	13	13	12	15	19	7	6
Wdr73	50	49	59	87	62	56	22
Nmb	9	2	14	17	7	8	1
Sec11a	387	176	339	361	364	356	175
Gm45718	5	0	1	8	7	2	2
Gm44899	1	0	1	3	1	0	1
Zfp592	61	37	48	78	38	44	35
Gm44967	0	0	0	0	1	0	0
Alpk3	5	8	7	15	5	1	2
Platr32	0	1	0	2	1	2	0
Slc28a1	3	2	1	1	0	0	2
Gm6415	0	1	1	6	2	3	3
Pde8a	80	23	69	60	57	52	29
Gm7180	13	4	10	11	20	10	6
Rps17	2394	2083	2206	3281	2792	2837	1972
Cpeb1	19	6	18	36	13	9	7
Cpeb1os1	0	0	0	0	0	0	0
Ap3b2	2	0	1	6	1	1	0
BC048679	0	0	0	1	0	0	1
2900076A07Rik	29	17	29	41	21	19	10
Gm37829	0	0	0	0	0	0	0
Fsd2	0	1	1	4	1	0	0
Whamm	32	18	22	44	28	27	15
Gm45698	1	0	0	1	3	0	1
Homer2	18	6	23	16	38	28	19
Fam103a1	285	132	246	246	304	229	105
3110040N11Rik	135	66	121	132	193	127	58
Gm45016	0	0	0	1	1	0	0
Btbd1	156	63	130	166	158	136	81
Tm6sf1	65	19	35	46	45	51	20
Gm45867	1	0	0	0	1	0	0
Hdgfl3	50	30	46	73	43	40	14
Gm45088	0	0	0	0	0	0	1
Bnc1	3	3	4	7	2	9	2
Gm20744	0	0	0	0	0	0	0
Sh3gl3	1	3	1	4	4	0	0
Adamtsl3	0	0	0	0	0	1	0
Saxo2	4	2	3	4	4	6	2
Efl1	40	23	32	49	46	41	28
Gm44917	1	0	0	0	1	1	0
Gm45807	0	1	2	3	0	0	2
Gm44916	1	2	4	3	2	1	0
4933406J10Rik	0	0	0	0	1	0	0
Gm36584	0	0	0	1	0	0	0
Mex3b	25	13	17	29	19	30	7
A530021J07Rik	1	0	1	2	1	0	0
Tmc3	3	0	1	2	1	5	0
Gm16638	42	10	40	22	19	27	15
Stard5	285	49	219	112	96	149	67
Gm45838	8	0	7	6	2	3	5
Il16	30	9	14	32	10	15	11
Gm7964	45	36	48	54	53	54	33
Cfap161	5	2	6	8	2	3	3
Gm44993	0	0	2	0	0	0	0
Gm39043	0	0	0	0	0	0	1
Tlnrd1	32	14	24	41	24	39	16
Mesd	206	77	142	170	132	130	71
AC154141.1	0	0	0	2	1	0	0
Cemip	262	9	201	20	303	230	175
Abhd17c	43	14	33	47	45	34	25
Gm26708	0	0	1	1	0	0	0
Arnt2	42	21	33	73	36	46	19
Gm25790	0	0	1	1	0	0	0
Gm30873	7	1	9	5	9	7	3
Fah	61	19	66	45	69	69	43
Zfand6	194	79	182	180	195	169	98
2610206C17Rik	0	1	1	1	0	2	0
Gm6155	3	1	0	1	0	0	0
Folh1	1	0	0	4	1	0	0
Nox4	8	2	5	6	5	6	2
Ctsc	307	90	235	167	296	268	171
Gm26522	7	2	1	1	4	3	1
Gm44751	2	0	4	2	2	0	0
Rab38	7	4	5	14	7	6	3
Gm15661	0	0	0	0	0	0	0
Rps13-ps2	554	349	439	814	593	580	295
Gm6240	3	0	0	3	0	2	1
Tmem135	101	36	120	79	129	157	58
Gm44704	2	0	1	2	0	2	0
Gm44995	0	0	2	1	2	0	0
Gm44996	5	1	3	1	7	2	2
Fzd4	97	40	83	76	96	82	46
Prss23	212	165	159	419	169	176	99
Prss23os	0	1	0	1	2	1	1
Gm2546	16	5	13	7	8	6	10
A230065N10Rik	3	4	0	14	1	2	2
Me3	23	59	17	112	38	35	14
Gm45793	1	3	1	4	0	0	0
Ccdc81	1	0	0	1	0	0	0
Hikeshi	174	90	122	185	137	145	62
Eed	84	26	46	69	50	54	20
Gm45120	7	0	4	3	2	1	1
E230029C05Rik	4	2	9	7	10	8	1
Gm44860	0	0	0	0	0	0	1
2310010J17Rik	17	14	20	25	34	40	17
Picalm	254	108	213	264	201	211	130
Gm45223	18	8	20	27	22	31	6
Gm45222	0	0	1	1	2	1	0
Gm45221	2	4	5	3	3	2	0
Gm45220	24	12	15	24	16	17	6
Ccdc83	0	0	4	0	1	0	0
Sytl2	32	26	37	47	30	42	31
Ccdc89	3	0	3	2	3	0	0
Crebzf	50	22	48	71	74	55	23
Tmem126a	187	77	213	206	214	171	64
Gm44907	0	0	0	3	0	0	2
Tmem126b	87	35	88	84	77	61	24
Dlg2	1	1	3	2	0	3	1
Gm45162	0	0	0	0	1	0	0
Gm45130	0	0	0	0	1	0	1
Gm45201	0	1	0	0	0	0	0
Ccdc90b	125	54	95	150	146	116	76
Ankrd42	10	2	9	7	15	6	8
Gm37008	1	3	0	4	5	2	2
Gm26944	4	3	8	8	6	12	4
6430511E19Rik	6	6	8	16	15	8	3
Pcf11	85	36	65	86	78	91	35
Gm45199	1	0	0	0	0	0	0
Gm26981	4	2	3	2	10	13	3
4632427E13Rik	132	80	126	160	146	128	53
Rab30	10	6	7	21	10	9	6
Gm45200	0	1	1	0	3	1	2
Ddias	4	3	4	9	8	3	3
Prcp	100	49	91	105	85	75	53
9530078K11Rik	5	2	2	7	7	3	0
Gm26862	0	1	0	0	0	1	0
Fam181b	8	3	8	11	2	3	7
Gm15501	1707	1177	1553	2173	1898	1975	943
Gm45038	0	0	0	0	0	0	1
Gm32647	0	0	0	0	0	0	0
Gm44602	0	0	0	0	1	0	1
Gm8309	0	0	0	1	0	0	1
Gm5037	0	0	0	1	0	0	0
Tenm4	429	491	321	1193	483	406	277
Gm8319	6	2	5	15	8	2	2
Mir708	0	3	0	1	0	0	0
Gm15412	0	0	0	0	0	0	0
Rps11-ps5	0	0	1	2	2	1	0
Gm15414	0	1	0	1	0	0	0
Gm15413	1	0	5	0	2	3	2
Gm15416	1	0	4	0	2	0	0
Gm44633	1	0	1	1	1	0	0
Gm25712	1	1	1	3	1	2	0
C230038L03Rik	53	78	62	260	106	96	35
0rs2	40	24	35	67	46	43	17
Gab2	87	111	75	233	63	65	37
Usp35	7	4	13	10	7	11	7
Kctd21	23	5	17	20	12	14	14
Alg8	60	18	55	47	41	51	21
Ndufc2	566	289	478	534	625	587	328
Gm16053	2	1	0	1	3	1	2
Thrsp	51	19	21	63	30	37	15
Kctd14	455	284	331	760	432	387	219
Ints4	72	32	68	117	82	65	35
Gm24412	1	0	0	2	1	1	1
Aamdc	134	76	121	177	162	131	71
Rsf1	125	91	129	208	166	129	73
Ywhaq-ps1	0	0	1	1	2	0	0
Rpl15-ps5	54	33	48	74	39	39	70
Rsf1os1	0	0	0	1	1	0	0
Rsf1os2	0	0	0	1	1	0	1
Gm45186	1	0	0	1	1	0	0
Clns1a	191	80	156	164	167	169	85
Aqp11	9	3	7	9	10	9	6
Pak1	18	5	4	20	10	10	7
Gdpd4	0	0	0	0	0	1	0
Myo7a	164	19	127	34	112	134	77
Capn5	35	23	13	58	29	15	9
Omp	1	0	1	0	1	4	0
Gm16938	0	0	1	0	0	1	0
Acer3	70	25	70	101	85	65	26
Tsku	25	15	13	21	2	5	1
Gm2926	1	1	1	0	2	1	0
Gm44978	0	0	0	1	0	0	2
Lrrc32	28	1	24	21	22	17	12
Emsy	124	57	108	168	104	106	36
Gm15506	6	4	7	12	3	5	4
Thap12	107	45	94	94	131	126	65
Wnt11	2	0	6	8	5	1	3
Uvrag	55	24	50	74	45	34	27
Gm45188	0	0	1	0	0	0	0
Gm45187	0	0	1	0	2	3	0
Gm33882	0	2	1	3	4	3	4
Gm45185	0	0	0	0	0	0	0
Dgat2	35	7	20	50	18	26	9
Mogat2	1	0	1	0	1	2	0
Gm18943	0	0	0	1	0	0	0
Map6	11	1	10	5	9	11	6
Serpinh1	1713	482	1498	1017	1551	1468	965
Gdpd5	67	29	61	51	49	46	27
Klhl35	0	1	1	1	0	0	0
Rps3	3651	2690	3418	4619	4792	4453	1985
Snord15a	2	2	0	6	5	4	3
Arrb1	125	56	73	100	57	69	43
Mir326	4	4	6	15	19	2	4
Gm44914	0	1	0	0	1	0	0
Tpbgl	5	0	9	6	4	6	2
Gm10605	3	2	2	1	6	1	1
Slco2b1	66	25	58	71	15	10	8
Gm15635	2	5	3	6	2	2	2
Gm34280	0	0	0	1	0	0	0
Neu3	22	19	18	53	18	22	7
Spcs2	537	276	451	524	409	327	146
Xrra1	1	0	1	0	0	1	1
A930030B08Rik	1	0	0	0	1	2	0
Rnf169	48	21	49	61	36	48	16
Gm18959	41	22	23	31	33	43	36
Chrdl2	2	0	1	1	0	2	5
Pold3	60	33	46	74	35	40	22
Lipt2	22	15	8	33	10	18	19
Gm34821	0	0	0	0	0	0	0
Kcne3	34	4	27	18	15	31	12
Pgm2l1	31	17	26	36	28	31	18
Gpx2-ps1	0	0	0	0	1	1	0
P4ha3	6	3	3	3	2	3	2
Ppme1	103	26	69	81	72	54	38
C2cd3	48	26	23	55	34	30	15
Gm44571	1	0	0	1	0	1	0
Gm10603	6	1	1	0	3	2	2
Gm37716	2	1	2	2	2	2	0
Ucp3	2	0	2	0	2	2	2
Ucp2	934	339	819	721	658	630	428
D0jb13	5	23	9	53	6	9	6
Gm8463	0	0	0	2	2	2	0
Coa4	42	15	42	36	29	37	19
Mrpl48	206	136	145	273	169	208	101
Cox20-ps	22	7	28	13	39	39	38
Rab6a	173	57	135	165	143	169	69
Gm14382	1	1	1	0	0	1	0
Plekhb1	8	4	7	13	4	3	4
Gm35082	2	1	0	1	2	1	2
Fam168a	113	58	105	148	100	90	47
Gm3200	3	1	1	3	5	1	4
Gm44953	2	0	0	0	2	1	1
Relt	4	2	3	8	3	1	0
Arhgef17	144	55	111	123	104	96	59
P2ry6	39	16	34	44	33	28	9
Gm44545	0	1	0	1	0	0	1
P2ry2	10	2	4	0	3	6	2
Gm45070	0	1	0	0	1	0	0
Gm5735	2	1	1	5	0	2	4
Fchsd2	68	29	52	86	63	56	23
Gm6341	2	0	2	1	0	1	0
Gm47324	2	1	1	3	5	1	2
Atg16l2	51	19	37	35	32	37	21
Stard10	27	11	13	30	13	16	11
Gm45620	3	0	1	0	1	0	1
Arap1	86	36	80	106	47	67	25
Gm45548	0	0	0	0	0	0	1
Pde2a	4	1	2	0	2	0	2
Art2a-ps	0	0	0	0	0	0	0
Gm7027	15	9	7	18	13	19	15
Art2b	1	2	0	1	0	0	1
Clpb	85	60	77	136	88	73	36
Gm45380	10	9	9	21	16	15	12
Inppl1	164	81	117	163	94	89	48
Gm10602	22	8	14	24	22	19	13
Folr2	7	4	11	9	11	10	4
Gm45319	0	0	0	0	0	0	0
Folr1	290	321	171	684	264	284	114
A0pc15	102	52	89	101	112	91	44
Gm22655	0	0	0	2	1	0	0
Tomt	0	1	2	3	1	1	0
Lamtor1	316	118	225	225	237	257	153
Lrrc51	19	11	11	24	22	12	12
Numa1	138	110	136	208	139	142	81
Gm8523	0	0	0	0	0	0	0
Il18bp	33	41	17	74	15	22	5
Rnf121	79	29	80	54	66	56	25
Xndc1	34	20	26	80	24	26	12
Xntrpc	1	3	2	3	1	3	1
Art5	0	2	1	2	0	0	0
Art1	1	0	1	2	0	0	0
Nup98	69	36	68	93	65	65	31
Pgap2	155	154	154	291	120	86	50
Rhog	151	60	117	95	121	105	65
Stim1	78	36	83	118	74	67	45
Gm18255	0	0	0	1	0	0	0
Rrm1	113	60	127	184	123	127	73
Gm45399	0	0	0	3	0	0	0
Olfr543	1	0	0	0	1	0	0
Trim21	10	4	3	12	10	10	6
Gm5339	0	0	0	0	0	1	0
Olfr552	0	1	0	0	0	0	0
Trim68	13	6	13	25	10	15	4
Olfr558	17	11	15	19	22	18	8
Olfr78	1	0	3	0	3	2	0
Gm23973	0	0	0	1	1	2	0
Gm26506	1	1	5	1	0	0	0
Olfr624	1	0	1	0	1	0	1
Hbb-bt	400	93	219	137	266	199	119
Hbb-bs	1500	344	717	534	851	742	458
Hbb-y	0	1	1	0	0	0	0
D0jc19-ps	10	7	4	9	6	6	10
Trim6	1	1	3	6	6	3	0
Gm8667	0	0	0	1	0	1	0
Trim34a	25	7	13	23	32	26	9
Gm47248	0	1	1	3	1	1	1
Trim5	21	9	20	25	27	16	7
Trim12a	56	34	45	62	62	52	25
Gm15133	1	3	1	2	7	3	2
Trim34b	3	0	0	0	3	3	0
Trim12c	67	35	59	74	86	77	40
Trim30b	2	1	1	0	3	0	2
Trim30c	0	2	0	1	0	0	1
Trim30a	38	19	30	47	51	53	17
Gm25405	0	0	0	0	1	1	1
Trim30d	21	14	15	25	19	17	14
Gm16464	0	0	0	1	1	0	0
Olfr653	0	0	0	0	0	0	0
Olfr655	0	0	0	0	0	0	0
Gm4887	1	0	0	0	0	1	1
Gm45272	2	2	1	4	2	1	0
Gm5900	3	1	4	5	4	3	1
Fam160a2	54	36	48	75	53	34	27
Gm5901	1	0	0	0	1	0	0
Cnga4	0	0	0	0	0	0	0
Gm4972	0	1	0	1	2	0	2
Cavin3	368	94	316	201	295	278	201
Gm45667	0	0	2	1	1	0	0
Smpd1	136	41	102	81	87	105	54
Apbb1	28	8	23	19	15	19	9
Hpx	0	0	1	2	0	0	0
Trim3	89	30	72	65	42	35	26
Gm45632	0	0	1	0	2	0	1
Arfip2	128	67	109	137	112	106	54
Timm10b	38	12	33	26	38	36	17
Gm45799	1	0	2	0	0	0	0
Gm22504	4	3	6	9	4	9	5
